age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal,bmr,activity_multiplier,tdee,workout_template_id,nutrition_template_id,tdee_bmr_ratio,height_bin,weight_bin,split,gender_encoded,combo_stratify,age_group,data_source,goal_encoded,BMI_Goal_interaction,Age_Activity_interaction,BMI_Activity_interaction,Age_Goal_interaction,BMR_per_weight,activity_efficiency,BMI_deviation,weight_height_ratio,metabolic_score,high_metabolism,vigorous_activity,very_active,young_adult,optimal_BMI
48,Male,154.9,99.8,High Activity,25.0,0.0,41.59371443122679,Obese,Fat Loss,1896.2517000000005,1.81,3432.2155770000004,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,96,83.18742886245359,0,19.00051803607215,0.9999999999999999,19.093714431226793,0.644286636539703,0.39584412575150313,1,0,0,0,0
48,Female,170.2,79.4,High Activity,40.0,8.0,27.409517523449985,Overweight,Fat Loss,1501.2444000000005,1.81,2717.2523640000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,96,54.81903504689997,0,18.90736020151134,0.9999999999999998,4.909517523449985,0.46650998824911877,0.39390333753148626,1,0,0,0,0
53,Male,154.9,99.8,Moderate Activity,4.0,0.0,41.59371443122679,Obese,Fat Loss,1867.8667000000005,1.55,2895.193385000001,2.0,3.0,1.55,150-165,71-100,train,,,,,0,0.0,53,41.59371443122679,0,18.716099198396797,1.0,19.093714431226793,0.644286636539703,0.35313394713956225,1,0,0,0,0
60,Male,182.9,83.9,High Activity,5.0,10.0,25.0804052682602,Overweight,Fat Loss,1749.4874000000004,1.81,3166.5721940000008,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,120,50.1608105365204,0,20.852054827175213,1.0,2.5804052682602006,0.458720612356479,0.3475342471195869,1,0,0,0,0
60,Female,152.4,77.1,Moderate Activity,3.0,0.0,33.195899725132776,Obese,Fat Loss,1372.8719,1.55,2127.951445,2.0,3.0,1.5499999999999998,150-165,71-100,train,,,,,0,0.0,60,33.195899725132776,0,17.80638002594034,1.0,10.695899725132776,0.5059055118110236,0.29677300043233895,1,0,0,0,0
46,Female,157.5,81.6,Low Activity,2.0,0.0,32.89493575207861,Obese,Fat Loss,1490.9031999999995,1.29,1923.265128,1.0,3.0,1.29,150-165,71-100,train,,,,,0,0.0,0,0.0,0,18.270872549019604,1.0000000000000004,10.39493575207861,0.518095238095238,0.39719288150042614,1,0,0,0,0
58,Female,165.1,90.7,High Activity,6.0,0.0,33.27462276226328,Obese,Fat Loss,1546.6357,1.81,2799.410617,3.0,3.0,1.81,166-180,71-100,train,,,,,0,0.0,116,66.54924552452655,0,17.052212789415655,1.0,10.774622762263277,0.5493640218049667,0.2940036687830285,1,0,0,0,0
55,Male,175.3,77.1,High Activity,8.0,6.0,25.089415618372737,Overweight,Fat Loss,1650.3004000000003,1.81,2987.043724000001,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,110,50.178831236745474,0,21.40467444876784,1.0000000000000002,2.589415618372737,0.4398174557900741,0.38917589906850614,1,0,0,0,0
32,Female,162.6,56.7,High Activity,10.0,0.0,21.445786413583697,Normal,Fat Loss,1337.0727,1.81,2420.101587,3.0,1.0,1.81,150-165,40-70,train,,,,,0,0.0,64,42.891572827167394,0,23.5815291005291,1.0,1.054213586416303,0.3487084870848709,0.7369227843915344,1,0,0,0,1
54,Male,182.9,83.9,High Activity,5.0,0.0,25.0804052682602,Overweight,Fat Loss,1783.5494000000003,1.81,3228.2244140000007,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,108,50.1608105365204,0,21.258038140643627,1.0,2.5804052682602006,0.458720612356479,0.39366737297488197,1,0,0,0,0
59,Female,157.5,61.2,High Activity,7.0,1.0,24.67120181405896,Normal,Fat Loss,1245.9744,1.81,2255.2136640000003,3.0,1.0,1.8100000000000005,150-165,40-70,train,,,,,0,0.0,118,49.34240362811792,0,20.359058823529413,1.0,2.1712018140589606,0.38857142857142857,0.34506879361914256,1,0,0,0,1
37,Female,162.6,81.6,High Activity,20.0,0.0,30.863777272459075,Obese,Fat Loss,1545.6729999999998,1.81,2797.66813,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,74,61.72755454491815,0,18.942071078431372,1.0000000000000002,8.363777272459075,0.5018450184501845,0.5119478669846317,1,0,0,0,0
19,Male,188.0,79.4,High Activity,10.0,10.0,22.46491625169761,Normal,Fat Loss,1946.4328000000005,1.81,3523.043368000001,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,38,44.92983250339522,0,24.514267002518896,1.0,0.035083748302390916,0.4223404255319149,1.2902245790799418,1,0,0,1,1
61,Male,154.9,102.1,High Activity,10.0,0.0,42.55228700829914,Obese,Fat Loss,1853.2638,1.81,3354.4074780000005,3.0,3.0,1.81,150-165,101-150,train,,,,,0,0.0,122,85.10457401659828,0,18.15145739471107,1.0000000000000002,20.05228700829914,0.6591349257585538,0.29756487532313225,1,0,0,0,0
20,Female,167.6,59.0,High Activity,10.0,5.0,21.00409544260969,Normal,Fat Loss,1425.7908,1.81,2580.681348,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,40,42.00819088521938,0,24.165945762711864,1.0,1.4959045573903111,0.35202863961813846,1.2082972881355931,1,0,0,1,1
58,Male,185.4,140.6,Moderate Activity,4.0,0.0,40.90400766179192,Obese,Fat Loss,2532.4488,1.55,3925.29564,2.0,3.0,1.55,181-200,101-150,train,,,,,0,0.0,58,40.90400766179192,0,18.011726884779517,0.9999999999999999,18.404007661791923,0.7583603020496223,0.3105470152548193,1,0,0,0,0
57,Male,175.3,79.4,High Activity,10.0,0.0,25.83786770556155,Overweight,Fat Loss,1669.7595000000003,1.81,3022.2646950000008,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,114,51.6757354111231,0,21.02971662468514,1.0,3.3378677055615498,0.452937820878494,0.36894239692430075,1,0,0,0,0
45,Male,172.7,76.2,High Activity,4.0,3.0,25.54878762285296,Overweight,Fat Loss,1682.5357,1.81,3045.3896170000003,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,90,51.09757524570592,0,22.080520997375327,1.0000000000000002,3.0487876228529593,0.4412275622466706,0.4906782443861184,1,0,0,0,0
32,Male,193.0,88.5,High Activity,3.0,6.0,23.75902708797552,Normal,Fat Loss,2018.5395000000003,1.81,3653.556495000001,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,64,47.51805417595104,0,22.808355932203394,1.0000000000000002,1.2590270879755217,0.4585492227979275,0.7127611228813561,1,0,0,0,1
45,Female,165.1,65.8,High Activity,5.0,0.0,24.139693249800697,Normal,Fat Loss,1372.6754,1.81,2484.5424740000003,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,90,48.279386499601394,0,20.861328267477205,1.0,1.6396932498006969,0.39854633555420954,0.46358507261060455,1,0,0,0,1
30,Female,167.6,59.9,High Activity,10.0,6.0,21.324496898513907,Normal,Fat Loss,1390.8130999999998,1.81,2517.371711,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,60,42.64899379702781,0,23.218916527545908,1.0,1.1755031014860933,0.3573985680190931,0.7739638842515303,1,0,0,1,1
60,Male,182.9,73.5,High Activity,14.0,14.0,21.97151117064511,Normal,Fat Loss,1610.1586000000002,1.81,2914.387066,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,120,43.94302234129022,0,21.90691972789116,0.9999999999999999,0.5284888293548917,0.40185893931109895,0.365115328798186,1,0,0,0,1
45,Female,170.2,70.3,Moderate Activity,3.0,0.0,24.26812445716037,Normal,Fat Loss,1430.0866999999998,1.55,2216.634385,2.0,1.0,1.55,166-180,71-100,train,,,,,0,0.0,45,24.26812445716037,0,20.342627311522048,1.0,1.7681244571603685,0.41304347826086957,0.4520583847004899,1,0,0,0,1
61,Female,165.1,63.5,High Activity,15.0,0.0,23.29590457997484,Normal,Fat Loss,1282.1272999999997,1.81,2320.6504129999994,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,122,46.59180915994968,0,20.190981102362198,1.0,0.7959045799748417,0.38461538461538464,0.330999690202659,1,0,0,0,1
27,Female,175.3,63.5,High Activity,8.0,0.0,20.663785885430208,Normal,Fat Loss,1460.9468999999997,1.81,2644.313889,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,54,41.327571770860416,0,23.007037795275586,1.0000000000000002,1.8362141145697919,0.3622361665715915,0.8521125109361328,1,0,0,1,1
37,Male,188.0,79.4,High Activity,49.0,28.0,22.46491625169761,Normal,Fat Loss,1844.2468000000003,1.81,3338.0867080000007,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,74,44.92983250339522,0,23.22728967254408,1.0,0.035083748302390916,0.4223404255319149,0.6277645857444347,1,0,0,0,1
58,Male,188.0,90.7,High Activity,10.0,3.0,25.662064282480763,Overweight,Fat Loss,1876.4159,1.81,3396.312779,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,116,51.324128564961526,0,20.688157662624036,1.0,3.162064282480763,0.4824468085106383,0.35669237349351784,1,0,0,0,0
36,Female,160.0,61.2,High Activity,15.0,3.0,23.90625,Normal,Fat Loss,1353.3094,1.81,2449.4900140000004,3.0,1.0,1.8100000000000005,150-165,40-70,train,,,,,0,0.0,72,47.8125,0,22.112898692810457,1.0,1.40625,0.3825,0.6142471859114016,1,0,0,0,1
47,Female,165.1,56.7,High Activity,20.0,1.0,20.80122503440273,Normal,Fat Loss,1279.8677,1.81,2316.5605370000003,3.0,1.0,1.8100000000000005,166-180,40-70,train,,,,,0,0.0,94,41.60245006880546,0,22.572622574955908,1.0,1.69877496559727,0.3434282253179891,0.4802685654245938,1,0,0,0,1
32,Female,167.6,90.7,High Activity,8.0,0.0,32.289346722791514,Obese,Fat Loss,1666.9607,1.81,3017.198867,3.0,3.0,1.81,166-180,71-100,train,,,,,0,0.0,64,64.57869344558303,0,18.378839029768468,1.0,9.789346722791514,0.5411694510739857,0.5743387196802646,1,0,0,0,0
42,Male,188.0,70.3,High Activity,50.0,20.0,19.89022181982798,Normal,Fat Loss,1693.9491,1.81,3066.047871,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,84,39.78044363965596,0,24.09600426742532,1.0,2.6097781801720217,0.37393617021276593,0.5737143873196505,1,0,0,0,1
50,Female,162.6,61.2,Low Activity,0.0,0.0,23.147832954344302,Normal,Fat Loss,1300.7442,1.29,1677.9600180000002,1.0,1.0,1.29,150-165,40-70,train,,,,,0,0.0,0,0.0,0,21.253990196078433,1.0,0.6478329543443024,0.3763837638376384,0.42507980392156863,1,0,0,0,1
62,Male,185.4,113.4,High Activity,10.0,0.0,32.9908568196814,Obese,Fat Loss,2145.3424,1.81,3883.069744,3.0,3.0,1.81,181-200,101-150,train,,,,,0,0.0,124,65.9817136393628,0,18.91836331569665,1.0,10.490856819681397,0.6116504854368933,0.30513489218865564,1,0,0,0,0
65,Female,167.6,68.0,High Activity,6.0,3.0,24.20811000165185,Normal,Fat Loss,1314.1638,1.81,2378.6364780000004,3.0,1.0,1.8100000000000005,166-180,40-70,train,,,,,0,0.0,130,48.4162200033037,0,19.325938235294117,1.0,1.7081100016518498,0.405727923627685,0.2973221266968326,1,0,0,0,1
53,Male,182.9,99.8,High Activity,5.0,0.0,29.833426052114035,Overweight,Fat Loss,2002.2387000000003,1.81,3624.0520470000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,106,59.66685210422807,0,20.0625120240481,1.0,7.333426052114035,0.5456533624931657,0.3785379627178887,1,0,0,0,0
60,Male,154.9,117.9,High Activity,9.0,0.0,49.13726384210058,Obese,Fat Loss,2070.6134,1.81,3747.810254,3.0,3.0,1.81,150-165,101-150,train,,,,,0,0.0,120,98.27452768420116,0,17.562454622561493,0.9999999999999999,26.63726384210058,0.7611362169141381,0.29270757704269157,1,0,0,0,0
51,Male,154.9,86.2,High Activity,5.0,1.0,35.92563310592935,Obese,Fat Loss,1697.0215000000003,1.81,3071.6089150000007,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,102,71.8512662118587,0,19.687024361948957,1.0,13.42563310592935,0.5564880568108457,0.386020085528411,1,0,0,0,0
63,Male,193.0,127.0,High Activity,25.0,0.0,34.094875030202154,Obese,Fat Loss,2358.3370000000004,1.81,4268.589970000001,3.0,3.0,1.81,181-200,101-150,train,,,,,0,0.0,126,68.18975006040431,0,18.569582677165357,1.0,11.594875030202154,0.6580310880829016,0.29475528058992634,1,0,0,0,0
40,Male,182.9,86.2,High Activity,10.0,0.0,25.767949155232767,Overweight,Fat Loss,1893.8405,1.81,3427.8513050000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,80,51.535898310465534,0,21.970307424593965,1.0000000000000002,3.267949155232767,0.47129579004920724,0.5492576856148492,1,0,0,0,0
24,Female,170.2,59.0,High Activity,4.0,4.0,20.36727372649306,Normal,Fat Loss,1416.5256,1.81,2563.911336,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,48,40.73454745298612,0,24.00890847457627,1.0,2.1327262735069397,0.3466509988249119,1.000371186440678,1,0,0,1,1
53,Female,160.0,52.2,High Activity,14.0,6.0,20.390625,Normal,Fat Loss,1196.4763999999998,1.81,2165.622284,3.0,1.0,1.81,150-165,40-70,train,,,,,0,0.0,106,40.78125,0,22.921003831417618,1.0000000000000002,2.109375,0.32625000000000004,0.432471770404106,1,0,0,0,1
48,Female,167.6,59.0,High Activity,28.0,0.0,21.00409544260969,Normal,Fat Loss,1304.5508,1.81,2361.236948,3.0,1.0,1.8100000000000005,166-180,40-70,train,,,,,0,0.0,96,42.00819088521938,0,22.111030508474578,1.0,1.4959045573903111,0.35202863961813846,0.46064646892655364,1,0,0,0,1
45,Female,165.1,59.0,Low Activity,0.0,0.0,21.645013704228592,Normal,Fat Loss,1309.7958,1.29,1689.636582,1.0,1.0,1.29,166-180,40-70,train,,,,,0,0.0,0,0.0,0,22.199928813559325,1.0,0.8549862957714076,0.35735917625681407,0.4933317514124294,1,0,0,0,1
19,Male,188.0,77.1,High Activity,15.0,10.0,21.814169307378904,Normal,Fat Loss,1915.6197,1.81,3467.271657,3.0,1.0,1.81,181-200,71-100,train,,,,,0,0.0,38,43.62833861475781,0,24.845910505836578,0.9999999999999999,0.6858306926210957,0.41010638297872337,1.3076795003071884,1,0,0,1,1
37,Male,188.0,131.5,High Activity,6.0,1.0,37.20574920778633,Obese,Fat Loss,2542.2305,1.81,4601.437205,3.0,3.0,1.81,181-200,101-150,train,,,,,0,0.0,74,74.41149841557267,0,19.33255133079848,1.0,14.705749207786333,0.699468085106383,0.5225013873188779,1,0,0,0,0
25,Male,190.5,99.8,Moderate Activity,2.0,2.0,27.50049944544333,Overweight,Fat Loss,2197.6671,1.55,3406.3840050000003,2.0,2.0,1.55,181-200,71-100,train,,,,,0,0.0,25,27.50049944544333,0,22.0207124248497,1.0,5.000499445443332,0.5238845144356955,0.880828496993988,1,0,0,1,0
32,Female,162.6,83.9,High Activity,15.0,10.0,31.733712171070056,Obese,Fat Loss,1588.5911,1.81,2875.3498910000003,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,64,63.46742434214011,0,18.93433969010727,1.0,9.233712171070056,0.515990159901599,0.5916981153158521,1,0,0,0,0
53,Female,165.1,65.8,High Activity,20.0,0.0,24.139693249800697,Normal,Fat Loss,1338.0354,1.81,2421.844074,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,106,48.279386499601394,0,20.334884498480243,1.0,1.6396932498006969,0.39854633555420954,0.3836770660090612,1,0,0,0,1
46,Female,175.3,67.1,High Activity,23.0,0.0,21.83527610885617,Normal,Fat Loss,1411.9661,1.81,2555.658641,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,92,43.67055221771234,0,21.042713859910585,0.9999999999999998,0.6647238911438293,0.38277239018824866,0.457450301302404,1,0,0,0,1
44,Male,172.7,98.9,High Activity,2.0,4.0,33.1597781614194,Obese,Fat Loss,1992.3246000000004,1.81,3606.1075260000007,3.0,3.0,1.81,166-180,71-100,train,,,,,0,0.0,88,66.3195563228388,0,20.14483923154702,1.0,10.659778161419403,0.5726693688477129,0.45783725526243224,1,0,0,0,0
23,Male,170.2,81.6,High Activity,20.0,0.0,28.168975187827687,Overweight,Fat Loss,1867.776,1.81,3380.6745600000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,46,56.337950375655375,0,22.889411764705883,1.0,5.668975187827687,0.4794359576968273,0.9951918158567775,1,0,0,1,0
54,Male,154.9,95.3,High Activity,16.0,8.0,39.71824634565043,Obese,Fat Loss,1801.9032,1.81,3261.444792,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,108,79.43649269130086,0,18.907693599160545,0.9999999999999999,17.218246345650428,0.6152356358941252,0.3501424740585286,1,0,0,0,0
21,Male,182.9,86.2,High Activity,15.0,40.0,25.767949155232767,Overweight,Fat Loss,2001.7035,1.81,3623.083335,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,42,51.535898310465534,0,23.221618329466356,0.9999999999999999,3.267949155232767,0.47129579004920724,1.1057913490222075,1,0,0,1,0
39,Female,172.7,63.5,Moderate Activity,3.0,0.0,21.290656352377464,Normal,Fat Loss,1400.9321,1.55,2171.444755,2.0,1.0,1.55,166-180,40-70,train,,,,,0,0.0,39,21.290656352377464,0,22.06192283464567,1.0,1.2093436476225357,0.3676896352055588,0.5656903290934787,1,0,0,0,1
48,Female,167.6,61.2,Moderate Activity,3.0,0.0,21.787299001486662,Normal,Fat Loss,1324.8942000000002,1.55,2053.5860100000004,2.0,1.0,1.55,166-180,40-70,train,,,,,0,0.0,48,21.787299001486662,0,21.64859803921569,1.0,0.7127009985133377,0.3651551312649165,0.4510124591503268,1,0,0,0,1
54,Male,180.3,83.9,High Activity,24.0,0.0,25.80896016960701,Overweight,Fat Loss,1771.072,1.81,3205.6403200000004,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,108,51.61792033921402,0,21.109320619785457,1.0000000000000002,3.3089601696070083,0.4653355518580144,0.3909133448108418,1,0,0,0,0
18,Female,167.6,65.8,High Activity,5.0,10.0,23.42490644277488,Normal,Fat Loss,1497.3303999999998,1.81,2710.168024,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,36,46.84981288554976,0,22.755781155015196,1.0000000000000002,0.9249064427748799,0.3926014319809069,1.264210064167511,1,0,0,1,1
58,Female,167.6,72.6,High Activity,10.0,0.0,25.84571744294006,Overweight,Fat Loss,1387.0099999999998,1.81,2510.4881,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,116,51.69143488588012,0,19.10482093663912,1.0000000000000002,3.3457174429400602,0.4331742243436754,0.3293934644248124,1,0,0,0,0
18,Female,167.6,56.7,High Activity,2.0,5.0,20.185291721965587,Normal,Fat Loss,1413.1826999999998,1.81,2557.860687,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,36,40.370583443931174,0,24.923857142857138,1.0,2.314708278034413,0.3383054892601432,1.3846587301587299,1,0,0,1,1
45,Female,170.2,68.0,Moderate Activity,4.0,0.0,23.474145989856407,Normal,Fat Loss,1408.8186,1.55,2183.66883,2.0,1.0,1.55,166-180,40-70,train,,,,,0,0.0,45,23.474145989856407,0,20.717920588235295,1.0,0.9741459898564067,0.3995299647473561,0.46039823529411766,1,0,0,0,1
21,Male,175.3,74.8,High Activity,10.0,6.0,24.340963531183927,Normal,Fat Loss,1812.5053000000005,1.81,3280.6345930000007,3.0,1.0,1.81,166-180,71-100,train,,,,,0,0.0,42,48.681927062367855,0,24.231354278074875,0.9999999999999999,1.8409635311839274,0.42669709070165424,1.1538740132416607,1,0,0,1,1
59,Male,182.9,108.9,High Activity,10.0,0.0,32.553708387527244,Obese,Fat Loss,2090.0894,1.81,3783.061814,3.0,3.0,1.81,181-200,101-150,train,,,,,0,0.0,118,65.10741677505449,0,19.19274012855831,1.0000000000000002,10.053708387527244,0.5954073264078732,0.3253006801450561,1,0,0,0,0
65,Female,167.6,59.0,High Activity,20.0,0.0,21.00409544260969,Normal,Fat Loss,1230.9408,1.81,2228.002848,3.0,1.0,1.81,166-180,40-70,train,,,,,0,0.0,130,42.00819088521938,0,20.86340338983051,1.0,1.4959045573903111,0.35202863961813846,0.3209754367666232,1,0,0,0,1
64,Male,193.0,115.7,High Activity,40.0,4.0,31.061236543262908,Obese,Fat Loss,2201.2739000000006,1.81,3984.305759000001,3.0,3.0,1.81,181-200,101-150,train,,,,,0,0.0,128,62.122473086525815,0,19.025703543647367,1.0,8.561236543262908,0.5994818652849742,0.2972766178694901,1,0,0,0,0
61,Male,180.3,99.8,Moderate Activity,3.0,0.0,30.70005035669582,Obese,Fat Loss,1944.3453000000004,1.55,3013.7352150000006,2.0,3.0,1.55,181-200,71-100,train,,,,,0,0.0,61,30.70005035669582,0,19.48241783567135,1.0,8.200050356695819,0.5535219079312257,0.3193838989454319,1,0,0,0,0
20,Female,160.0,86.2,High Activity,10.0,8.0,33.67187499999999,Obese,Fat Loss,1653.7644,1.81,2993.313564,3.0,3.0,1.81,150-165,71-100,train,,,,,0,0.0,40,67.34374999999999,0,19.185201856148492,1.0,11.171874999999993,0.5387500000000001,0.9592600928074246,1,0,0,1,0
34,Female,162.6,63.5,High Activity,40.0,20.0,24.017767852955284,Normal,Fat Loss,1391.2922999999998,1.81,2518.239063,3.0,1.0,1.8100000000000005,150-165,40-70,train,,,,,0,0.0,68,48.03553570591057,0,21.91011496062992,1.0,1.5177678529552843,0.39052890528905293,0.64441514590088,1,0,0,0,1
