HH_ID,age,Member_ID,gender,height_ft_in,weight_lb,mod_act,vig_act,height_cm,weight_kg,bmi,bmi_category,activity_level,fitness_goal,nutrition_template_id,workout_template_id,split
5211,20.0,7222,2,5.1,202,60.0,40.0,154.94,91.625584,38.16714303678541,Obese,High Activity,Fat Loss,19,0,train
838,50.0,3894,2,5.6,190,100.0,150.0,167.64,86.18248,30.666462618508337,Obese,High Activity,Fat Loss,19,0,train
13095,21.0,7400,1,5.1,220,60.0,20.0,154.94,99.79024,41.56817558461777,Obese,High Activity,Fat Loss,19,0,train
14442,48.0,7426,2,5.2,173,35.0,0.0,157.48000000000002,78.471416,31.64176328352656,Obese,High Activity,Fat Loss,19,0,train
10694,54.0,1095,1,5.1,170,50.0,5.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
5044,33.0,2004,1,6.1,265,40.0,0.0,185.42,120.20188,34.96214798772252,Obese,High Activity,Fat Loss,19,0,train
12796,36.0,6223,1,6.2,235,40.0,0.0,187.96,106.59412,30.171880285323752,Obese,High Activity,Fat Loss,19,0,train
12021,47.0,6948,2,5.8,230,80.0,0.0,172.72,104.32616,34.97099295236652,Obese,High Activity,Fat Loss,19,0,train
5737,49.0,6627,2,5.1,215,40.0,0.0,154.94,97.52228,40.623444321331,Obese,High Activity,Fat Loss,19,0,train
1566,51.0,1595,1,5.1,170,40.0,6.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
11240,47.0,3140,1,5.11,230,1.0,40.0,180.34,104.32616,32.07813358693569,Obese,High Activity,Fat Loss,19,0,train
5604,55.0,3581,1,5.1,160,40.0,16.0,154.94,72.57472,30.23140042517656,Obese,High Activity,Fat Loss,19,0,train
5751,51.0,442,1,5.9,255,40.0,20.0,175.26,115.66596,37.65650001369316,Obese,High Activity,Fat Loss,19,0,train
1668,47.0,7152,1,5.1,185,50.0,1.0,154.94,83.91452,34.9550567416104,Obese,High Activity,Fat Loss,19,0,train
675,65.0,5433,1,5.9,220,100.0,0.0,175.26,99.79024,32.48796079612743,Obese,High Activity,Fat Loss,19,0,train
3110,41.0,138,1,5.1,185,30.0,5.0,154.94,83.91452,34.9550567416104,Obese,High Activity,Fat Loss,19,0,train
11509,28.0,5195,1,5.7,240,35.0,0.0,170.18,108.86208,37.58889763268499,Obese,High Activity,Fat Loss,19,0,train
10176,32.0,3709,2,5.4,185,15.0,10.0,162.56,83.91452,31.75482571668268,Obese,High Activity,Fat Loss,19,0,train
13733,45.0,1422,1,5.7,200,40.0,0.0,170.18,90.7184,31.32408136057083,Obese,High Activity,Fat Loss,19,0,train
12531,38.0,3726,1,6.1,230,60.0,0.0,185.42,104.32616,30.344505800664827,Obese,High Activity,Fat Loss,19,0,train
8807,18.0,7297,1,5.1,170,14.0,14.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
2263,18.0,2183,1,5.1,160,15.0,20.0,154.94,72.57472,30.23140042517656,Obese,High Activity,Fat Loss,19,0,train
14318,46.0,1934,1,5.8,198,13.0,50.0,172.72,89.811216,30.105463498124227,Obese,High Activity,Fat Loss,19,0,train
10994,54.0,1127,1,5.9,205,20.0,6.0,175.26,92.98636,30.272872560027835,Obese,High Activity,Fat Loss,19,0,train
14392,37.0,1490,2,5.7,220,20.0,10.0,170.18,99.79024,34.45648949662791,Obese,High Activity,Fat Loss,19,0,train
13591,55.0,1409,1,6.1,245,20.0,6.0,185.42,111.13004,32.32349530940383,Obese,High Activity,Fat Loss,19,0,train
60,38.0,3844,2,5.4,210,25.0,13.0,162.56,95.25432,36.04601838109926,Obese,High Activity,Fat Loss,19,0,train
14503,65.0,1497,1,5.1,200,40.0,0.0,154.94,90.7184,37.7892505314707,Obese,High Activity,Fat Loss,19,0,train
3990,61.0,2437,1,5.1,230,30.0,1.0,154.94,104.32616,43.45763811119131,Obese,High Activity,Fat Loss,19,0,train
7802,54.0,6752,2,5.7,245,48.0,0.0,170.18,111.13004,38.37199966669926,Obese,High Activity,Fat Loss,19,0,train
13348,49.0,3832,2,5.11,250,60.0,10.0,180.34,113.398,34.86753650753879,Obese,High Activity,Fat Loss,19,0,train
7689,51.0,5902,1,5.8,250,42.0,0.0,172.72,113.398,38.01194886126796,Obese,High Activity,Fat Loss,19,0,train
13095,48.0,6243,1,5.8,280,80.0,20.0,172.72,127.00576,42.57338272462012,Obese,High Activity,Fat Loss,19,0,train
1295,50.0,3474,2,5.6,235,40.0,1.0,167.64,106.59412,37.92957218604979,Obese,High Activity,Fat Loss,19,0,train
13429,60.0,3315,2,5.5,185,35.0,0.0,165.1,83.91452,30.78527009125024,Obese,High Activity,Fat Loss,19,0,train
9999,60.0,936,2,5.3,180,30.0,10.0,160.02,81.64656,31.88521569786904,Obese,High Activity,Fat Loss,19,0,train
10795,59.0,6892,1,5.1,170,40.0,5.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
6938,64.0,3809,2,5.4,220,50.0,0.0,162.56,99.79024,37.76249544686589,Obese,High Activity,Fat Loss,19,0,train
2115,44.0,1615,1,5.1,170,20.0,40.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
13962,40.0,1438,1,6.2,250,30.0,10.0,187.96,113.398,32.09774498438697,Obese,High Activity,Fat Loss,19,0,train
1182,36.0,5466,1,5.8,230,50.0,0.0,172.72,104.32616,34.97099295236652,Obese,High Activity,Fat Loss,19,0,train
10540,50.0,1074,2,5.1,170,40.0,5.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
6838,59.0,3634,2,5.4,180,40.0,0.0,162.56,81.64656,30.896587183799365,Obese,High Activity,Fat Loss,19,0,train
13093,46.0,1364,1,5.1,270,40.0,10.0,154.94,122.46984,51.01548821748545,Obese,High Activity,Fat Loss,19,0,train
608,34.0,3456,2,5.6,300,40.0,40.0,167.64,136.0776,48.42073045027632,Obese,High Activity,Fat Loss,19,0,train
332,37.0,2080,1,6.2,250,0.0,50.0,187.96,113.398,32.09774498438697,Obese,High Activity,Fat Loss,19,0,train
1366,43.0,7145,1,5.1,190,20.0,40.0,154.94,86.18248,35.89978800489716,Obese,High Activity,Fat Loss,19,0,train
10826,20.0,4271,2,5.1,220,20.0,20.0,154.94,99.79024,41.56817558461777,Obese,High Activity,Fat Loss,19,0,train
189,47.0,1557,1,5.1,205,20.0,10.0,154.94,92.98636,38.73398179475747,Obese,High Activity,Fat Loss,19,0,train
1868,47.0,5501,1,5.11,235,48.0,20.0,180.34,106.59412,32.775484317086466,Obese,High Activity,Fat Loss,19,0,train
10450,42.0,6060,1,5.1,195,40.0,0.0,154.94,88.45044,36.84451926818393,Obese,High Activity,Fat Loss,19,0,train
12151,60.0,3211,2,5.8,200,28.0,7.0,172.72,90.7184,30.40955908901437,Obese,High Activity,Fat Loss,19,0,train
9869,65.0,6028,1,5.1,175,40.0,20.0,154.94,79.3786,33.06559421503687,Obese,High Activity,Fat Loss,19,0,train
340,62.0,3865,2,5.6,200,16.0,9.0,167.64,90.7184,32.28048696685089,Obese,High Activity,Fat Loss,19,0,train
10960,30.0,1123,1,5.1,190,20.0,10.0,154.94,86.18248,35.89978800489716,Obese,High Activity,Fat Loss,19,0,train
12552,55.0,1297,1,5.1,285,5.0,40.0,154.94,129.27372,53.84968200734575,Obese,High Activity,Fat Loss,19,0,train
1,37.0,2055,1,5.1,190,32.0,0.0,154.94,86.18248,35.89978800489716,Obese,High Activity,Fat Loss,19,0,train
12699,50.0,1316,1,6.3,280,0.0,45.0,190.5,127.00576,34.99721274998105,Obese,High Activity,Fat Loss,19,0,train
6186,53.0,2649,2,5.1,160,35.0,0.0,154.94,72.57472,30.23140042517656,Obese,High Activity,Fat Loss,19,0,train
5600,60.0,417,1,5.1,192,20.0,20.0,154.94,87.089664,36.27768051021187,Obese,High Activity,Fat Loss,19,0,train
3739,60.0,198,1,5.1,190,60.0,20.0,154.94,86.18248,35.89978800489716,Obese,High Activity,Fat Loss,19,0,train
11509,49.0,3167,2,5.4,210,30.0,30.0,162.56,95.25432,36.04601838109926,Obese,High Activity,Fat Loss,19,0,train
1469,47.0,5486,1,5.1,210,20.0,8.0,154.94,95.25432,39.67871305804423,Obese,High Activity,Fat Loss,19,0,train
2888,53.0,5571,1,5.1,220,40.0,5.0,154.94,99.79024,41.56817558461777,Obese,High Activity,Fat Loss,19,0,train
12772,35.0,3265,1,5.1,175,5.0,25.0,154.94,79.3786,33.06559421503687,Obese,High Activity,Fat Loss,19,0,train
12776,27.0,3266,1,5.1,185,55.0,6.0,154.94,83.91452,34.9550567416104,Obese,High Activity,Fat Loss,19,0,train
1273,24.0,7143,1,6.4,265,40.0,20.0,193.04,120.20188,32.25645544088872,Obese,High Activity,Fat Loss,19,0,train
1190,26.0,7140,2,5.6,235,40.0,4.0,167.64,106.59412,37.92957218604979,Obese,High Activity,Fat Loss,19,0,train
13014,61.0,1356,2,5.2,180,40.0,0.0,157.48000000000002,81.64656,32.92206584413167,Obese,High Activity,Fat Loss,19,0,train
7623,53.0,684,1,5.1,205,12.0,10.0,154.94,92.98636,38.73398179475747,Obese,High Activity,Fat Loss,19,0,train
7577,39.0,682,1,5.1,230,40.0,15.0,154.94,104.32616,43.45763811119131,Obese,High Activity,Fat Loss,19,0,train
7802,62.0,5909,1,5.8,200,40.0,0.0,172.72,90.7184,30.40955908901437,Obese,High Activity,Fat Loss,19,0,train
2645,50.0,5557,2,5.6,198,28.0,6.0,167.64,89.811216,31.95768209718237,Obese,High Activity,Fat Loss,19,0,train
10641,31.0,3089,1,5.1,175,20.0,10.0,154.94,79.3786,33.06559421503687,Obese,High Activity,Fat Loss,19,0,train
8113,42.0,5920,1,6.4,300,40.0,70.0,193.04,136.0776,36.51674200855327,Obese,High Activity,Fat Loss,19,0,train
12072,63.0,3723,2,5.2,185,20.0,10.0,157.48000000000002,83.91452,33.836567673135335,Obese,High Activity,Fat Loss,19,0,train
14500,60.0,7072,2,5.9,250,80.0,0.0,175.26,113.398,36.91813726832663,Obese,High Activity,Fat Loss,19,0,train
14086,19.0,7627,1,5.1,195,48.0,0.0,154.94,88.45044,36.84451926818393,Obese,High Activity,Fat Loss,19,0,train
4000,44.0,6548,1,5.1,165,40.0,5.0,154.94,74.84268,31.17613168846333,Obese,High Activity,Fat Loss,19,0,train
9718,48.0,3700,2,5.2,210,25.0,20.0,157.48000000000002,95.25432,38.40907681815362,Obese,High Activity,Fat Loss,19,0,train
12731,33.0,1321,1,5.11,250,35.0,2.0,180.34,113.398,34.86753650753879,Obese,High Activity,Fat Loss,19,0,train
14210,51.0,6312,1,5.1,195,5.0,60.0,154.94,88.45044,36.84451926818393,Obese,High Activity,Fat Loss,19,0,train
5236,63.0,2561,2,5.4,210,55.0,0.0,162.56,95.25432,36.04601838109926,Obese,High Activity,Fat Loss,19,0,train
6771,53.0,594,1,5.1,203,45.0,1.0,154.94,92.079176,38.35608928944277,Obese,High Activity,Fat Loss,19,0,train
1891,60.0,5504,1,5.11,235,98.0,30.0,180.34,106.59412,32.775484317086466,Obese,High Activity,Fat Loss,19,0,train
3611,46.0,2397,1,5.1,186,15.0,20.0,154.94,84.368112,35.14400299426775,Obese,High Activity,Fat Loss,19,0,train
12647,49.0,1313,1,5.7,240,40.0,4.0,170.18,108.86208,37.58889763268499,Obese,High Activity,Fat Loss,19,0,train
12837,54.0,3274,1,5.8,200,40.0,0.0,172.72,90.7184,30.40955908901437,Obese,High Activity,Fat Loss,19,0,train
5285,31.0,386,2,5.5,220,21.0,5.0,165.1,99.79024,36.60951037878407,Obese,High Activity,Fat Loss,19,0,train
14510,60.0,7073,2,5.9,220,80.0,10.0,175.26,99.79024,32.48796079612743,Obese,High Activity,Fat Loss,19,0,train
11270,42.0,1150,1,5.1,250,50.0,5.0,154.94,113.398,47.23656316433837,Obese,High Activity,Fat Loss,19,0,train
11509,50.0,1176,1,5.6,203,50.0,6.0,167.64,92.079176,32.76469427135365,Obese,High Activity,Fat Loss,19,0,train
10562,25.0,7339,1,5.1,180,40.0,10.0,154.94,81.64656,34.01032547832363,Obese,High Activity,Fat Loss,19,0,train
4646,47.0,2507,2,5.6,200,38.0,2.0,167.64,90.7184,32.28048696685089,Obese,High Activity,Fat Loss,19,0,train
200,48.0,2068,1,5.9,250,20.0,30.0,175.26,113.398,36.91813726832663,Obese,High Activity,Fat Loss,19,0,train
13733,52.0,3336,2,5.2,195,40.0,0.0,157.48000000000002,88.45044,35.66557133114265,Obese,High Activity,Fat Loss,19,0,train
163,20.0,7441,2,5.1,180,20.0,10.0,154.94,81.64656,34.01032547832363,Obese,High Activity,Fat Loss,19,0,train
14184,60.0,1467,1,5.9,208,35.0,0.0,175.26,94.347136,30.71589020724776,Obese,High Activity,Fat Loss,19,0,train
4070,28.0,4992,1,5.1,165,100.0,0.0,154.94,74.84268,31.17613168846333,Obese,High Activity,Fat Loss,19,0,train
2090,60.0,6467,2,5.3,180,30.0,5.0,160.02,81.64656,31.88521569786904,Obese,High Activity,Fat Loss,19,0,train
7616,53.0,5896,1,5.1,182,35.0,8.0,154.94,82.553744,34.388217983638334,Obese,High Activity,Fat Loss,19,0,train
6666,51.0,5818,1,5.8,180,40.0,6.0,172.72,81.64656,27.36860318011293,Overweight,High Activity,Fat Loss,87,17,train
3882,52.0,216,1,5.6,185,35.0,5.0,167.64,83.91452,29.859450444337064,Overweight,High Activity,Fat Loss,87,17,train
10130,59.0,953,1,5.9,185,40.0,4.0,175.26,83.91452,27.319421578561705,Overweight,High Activity,Fat Loss,87,17,train
11460,25.0,1171,1,6.3,230,30.0,15.0,190.5,104.32616,28.74771047319873,Overweight,High Activity,Fat Loss,87,17,train
1,37.0,3841,2,5.5,170,30.0,2.0,165.1,77.11064,28.2891671108786,Overweight,High Activity,Fat Loss,87,17,train
4276,57.0,4004,1,5.9,185,40.0,10.0,175.26,83.91452,27.319421578561705,Overweight,High Activity,Fat Loss,87,17,train
6574,33.0,5052,1,5.11,195,10.0,14.0,180.34,88.45044,27.196678475880255,Overweight,High Activity,Fat Loss,87,17,train
10994,19.0,5178,1,5.1,150,24.0,10.0,154.94,68.0388,28.34193789860302,Overweight,High Activity,Fat Loss,87,17,train
1623,50.0,1597,1,5.11,200,20.0,6.0,180.34,90.7184,27.89402920603104,Overweight,High Activity,Fat Loss,87,17,train
8112,22.0,7544,1,5.11,210,20.0,10.0,180.34,95.25432,29.288730666332583,Overweight,High Activity,Fat Loss,87,17,train
13047,29.0,6238,1,5.11,197,20.0,11.0,180.34,89.357624,27.475618767940567,Overweight,High Activity,Fat Loss,87,17,train
6018,55.0,2635,2,5.7,180,24.0,8.0,170.18,81.64656,28.191673224513742,Overweight,High Activity,Fat Loss,87,17,train
14503,64.0,3396,2,5.4,165,35.0,0.0,162.56,74.84268,28.32187158514942,Overweight,High Activity,Fat Loss,87,17,train
10775,33.0,6888,2,5.2,160,40.0,5.0,157.48000000000002,72.57472,29.264058528117047,Overweight,High Activity,Fat Loss,87,17,train
2090,58.0,5523,1,6.1,215,50.0,10.0,185.42,97.52228,28.36551629192581,Overweight,High Activity,Fat Loss,87,17,train
409,33.0,7116,1,6.2,225,78.0,18.0,187.96,102.0582,28.887970485948276,Overweight,High Activity,Fat Loss,87,17,train
3412,60.0,5596,2,5.3,160,21.0,7.0,160.02,72.57472,28.342413953661367,Overweight,High Activity,Fat Loss,87,17,train
4711,63.0,1712,1,6.1,210,50.0,0.0,185.42,95.25432,27.70585312234614,Overweight,High Activity,Fat Loss,87,17,train
9635,23.0,5116,1,5.8,180,35.0,2.0,172.72,81.64656,27.36860318011293,Overweight,High Activity,Fat Loss,87,17,train
10944,40.0,1119,1,6.1,215,40.0,1.0,185.42,97.52228,28.36551629192581,Overweight,High Activity,Fat Loss,87,17,train
3084,53.0,1658,1,6.1,215,50.0,16.0,185.42,97.52228,28.36551629192581,Overweight,High Activity,Fat Loss,87,17,train
11054,48.0,1131,1,6.3,220,30.0,20.0,190.5,99.79024,27.49781001784226,Overweight,High Activity,Fat Loss,87,17,train
12133,65.0,6172,1,5.9,190,30.0,8.0,175.26,86.18248,28.057784323928235,Overweight,High Activity,Fat Loss,87,17,train
5307,55.0,5721,1,6.3,225,50.0,0.0,190.5,102.0582,28.12276024552049,Overweight,High Activity,Fat Loss,87,17,train
5917,32.0,4499,1,6.4,240,40.0,8.0,193.04,108.86208,29.21339360684261,Overweight,High Activity,Fat Loss,87,17,train
1988,63.0,6,1,5.8,190,40.0,0.0,172.72,86.18248,28.88908113456365,Overweight,High Activity,Fat Loss,87,17,train
10960,28.0,3119,2,5.4,160,40.0,15.0,162.56,72.57472,27.463633052266104,Overweight,High Activity,Fat Loss,87,17,train
11322,34.0,3149,2,5.3,165,56.0,3.0,160.02,74.84268,29.228114389713284,Overweight,High Activity,Fat Loss,87,17,train
5553,48.0,5738,1,6.1,215,40.0,5.0,185.42,97.52228,28.36551629192581,Overweight,High Activity,Fat Loss,87,17,train
11988,60.0,1229,2,5.8,180,70.0,10.0,172.72,81.64656,27.36860318011293,Overweight,High Activity,Fat Loss,87,17,train
1376,31.0,3011,2,5.4,170,40.0,0.0,162.56,77.11064,29.180110118032736,Overweight,High Activity,Fat Loss,87,17,train
11376,32.0,3155,2,5.7,190,20.0,10.0,170.18,86.18248,29.75787729254229,Overweight,High Activity,Fat Loss,87,17,train
491,65.0,5417,1,5.9,200,50.0,0.0,175.26,90.7184,29.534509814661305,Overweight,High Activity,Fat Loss,87,17,train
7265,59.0,651,1,5.1,150,20.0,10.0,154.94,68.0388,28.34193789860302,Overweight,High Activity,Fat Loss,87,17,train
9242,56.0,5995,1,6.1,205,48.0,5.0,185.42,92.98636,27.04618995276648,Overweight,High Activity,Fat Loss,87,17,train
3227,49.0,5586,1,6.1,220,40.0,30.0,185.42,99.79024,29.025179461505484,Overweight,High Activity,Fat Loss,87,17,train
8136,65.0,740,1,5.7,180,48.0,0.0,170.18,81.64656,28.191673224513742,Overweight,High Activity,Fat Loss,87,17,train
5992,41.0,475,1,6.2,225,40.0,2.0,187.96,102.0582,28.887970485948276,Overweight,High Activity,Fat Loss,87,17,train
943,58.0,5455,1,5.9,200,25.0,5.0,175.26,90.7184,29.534509814661305,Overweight,High Activity,Fat Loss,87,17,train
12679,40.0,6217,1,5.7,190,0.0,40.0,170.18,86.18248,29.75787729254229,Overweight,High Activity,Fat Loss,87,17,train
4614,58.0,2003,1,6.4,230,80.0,40.0,193.04,104.32616,27.99616887322417,Overweight,High Activity,Fat Loss,87,17,train
3606,42.0,5607,1,5.4,168,40.0,2.0,162.56,76.203456,28.83681470487941,Overweight,High Activity,Fat Loss,87,17,train
11931,56.0,1223,1,5.11,200,20.0,6.0,180.34,90.7184,27.89402920603104,Overweight,High Activity,Fat Loss,87,17,train
4130,38.0,1694,1,6.2,230,55.0,2.0,187.96,104.32616,29.52992538563601,Overweight,High Activity,Fat Loss,87,17,train
9770,57.0,921,1,5.9,194,45.0,0.0,175.26,87.996848,28.648474520221463,Overweight,High Activity,Fat Loss,87,17,train
2653,24.0,3790,2,5.6,180,25.0,3.0,167.64,81.64656,29.05243827016579,Overweight,High Activity,Fat Loss,87,17,train
3915,25.0,4480,1,6.3,220,10.0,30.0,190.5,99.79024,27.49781001784226,Overweight,High Activity,Fat Loss,87,17,train
409,35.0,6382,2,5.7,190,80.0,20.0,170.18,86.18248,29.75787729254229,Overweight,High Activity,Fat Loss,87,17,train
3394,45.0,7190,1,5.5,168,10.0,40.0,165.1,76.203456,27.95635338016238,Overweight,High Activity,Fat Loss,87,17,train
6392,46.0,1777,2,5.3,160,30.0,1.0,160.02,72.57472,28.342413953661367,Overweight,High Activity,Fat Loss,87,17,train
1273,50.0,5472,1,6.4,240,20.0,10.0,193.04,108.86208,29.21339360684261,Overweight,High Activity,Fat Loss,87,17,train
11640,58.0,6142,1,6.1,208,45.0,0.0,185.42,94.347136,27.44198785451428,Overweight,High Activity,Fat Loss,87,17,train
525,45.0,2095,2,5.11,210,60.0,12.0,180.34,95.25432,29.288730666332583,Overweight,High Activity,Fat Loss,87,17,train
13604,35.0,3328,2,5.8,185,40.0,6.0,172.72,83.91452,28.12884215733829,Overweight,High Activity,Fat Loss,87,17,train
6304,21.0,518,2,5.2,162,35.0,3.0,157.48000000000002,73.481904,29.62985925971851,Overweight,High Activity,Fat Loss,87,17,train
13171,24.0,3299,1,6.5,240,10.0,20.0,195.58,108.86208,28.45953136669303,Overweight,High Activity,Fat Loss,87,17,train
10278,33.0,6049,2,5.3,160,30.0,10.0,160.02,72.57472,28.342413953661367,Overweight,High Activity,Fat Loss,87,17,train
14975,48.0,1938,1,6.2,225,20.0,10.0,187.96,102.0582,28.887970485948276,Overweight,High Activity,Fat Loss,87,17,train
9858,18.0,7318,1,5.11,195,15.0,20.0,180.34,88.45044,27.196678475880255,Overweight,High Activity,Fat Loss,87,17,train
7583,50.0,3645,1,5.6,180,40.0,2.0,167.64,81.64656,29.05243827016579,Overweight,High Activity,Fat Loss,87,17,train
9736,63.0,2946,2,5.3,155,19.0,8.0,160.02,70.30676,27.456713517609447,Overweight,High Activity,Fat Loss,87,17,train
11930,30.0,1222,1,5.9,200,30.0,5.0,175.26,90.7184,29.534509814661305,Overweight,High Activity,Fat Loss,87,17,train
9207,45.0,5991,1,6.5,235,5.0,15.0,195.58,106.59412,27.866624463220266,Overweight,High Activity,Fat Loss,87,17,train
10930,24.0,3113,2,5.9,200,70.0,0.0,175.26,90.7184,29.534509814661305,Overweight,High Activity,Fat Loss,87,17,train
10740,42.0,1102,2,5.3,160,20.0,12.0,160.02,72.57472,28.342413953661367,Overweight,High Activity,Fat Loss,87,17,train
14718,42.0,3414,1,5.6,170,40.0,5.0,167.64,77.11064,27.43841392182325,Overweight,High Activity,Fat Loss,87,17,train
4898,35.0,2530,2,5.6,164,30.0,4.0,167.64,74.389088,26.469999312817723,Overweight,High Activity,Maintenance,16,39,train
9,28.0,6360,1,5.11,190,20.0,30.0,180.34,86.18248,26.49932774572948,Overweight,High Activity,Maintenance,16,39,train
3891,28.0,2425,1,6.2,199,25.0,5.0,187.96,90.264808,25.54980500757203,Overweight,High Activity,Maintenance,16,39,train
5003,37.0,5687,1,5.11,185,40.0,0.0,180.34,83.91452,25.801977015578704,Overweight,High Activity,Maintenance,16,39,train
2916,51.0,5573,1,6.1,200,40.0,15.0,185.42,90.7184,26.38652678318681,Overweight,High Activity,Maintenance,16,39,train
4653,56.0,2509,2,5.6,160,40.0,0.0,167.64,72.57472,25.824389573480705,Overweight,High Activity,Maintenance,16,39,train
1895,45.0,1047,1,5.5,160,50.0,5.0,165.1,72.57472,26.625098457297504,Overweight,High Activity,Maintenance,16,39,train
9858,43.0,6027,1,5.9,175,15.0,10.0,175.26,79.3786,25.84269608782864,Overweight,High Activity,Maintenance,16,39,train
651,54.0,5287,1,6.1,200,20.0,30.0,185.42,90.7184,26.38652678318681,Overweight,High Activity,Maintenance,16,39,train
2469,63.0,1637,1,6.2,200,50.0,5.0,187.96,90.7184,25.67819598750958,Overweight,High Activity,Maintenance,16,39,train
9633,59.0,6833,2,5.4,150,40.0,10.0,162.56,68.0388,25.74715598649947,Overweight,High Activity,Maintenance,16,39,train
5146,55.0,5703,1,5.6,165,30.0,10.0,167.64,74.84268,26.631401747651974,Overweight,High Activity,Maintenance,16,39,train
12703,44.0,1317,1,5.9,175,25.0,3.0,175.26,79.3786,25.84269608782864,Overweight,High Activity,Maintenance,16,39,train
5954,58.0,470,1,5.11,180,15.0,35.0,180.34,81.64656,25.10462628542793,Overweight,High Activity,Maintenance,16,39,train
12827,60.0,3272,2,5.7,160,40.0,0.0,170.18,72.57472,25.059265088456662,Overweight,High Activity,Maintenance,16,39,train
7918,48.0,716,1,5.11,185,40.0,3.0,180.34,83.91452,25.801977015578704,Overweight,High Activity,Maintenance,16,39,train
13604,53.0,4363,2,5.2,139,20.0,8.0,157.48000000000002,63.049288,25.423150846301684,Overweight,High Activity,Maintenance,16,39,train
12486,39.0,3237,2,5.1,135,30.0,8.0,154.94,61.23492,25.507744108742724,Overweight,High Activity,Maintenance,16,39,train
