HH_ID,age,Member_ID,gender,height_ft_in,weight_lb,mod_act,vig_act,height_cm,weight_kg,bmi,bmi_category,activity_level,fitness_goal,nutrition_template_id,workout_template_id,split
4450,55.0,2480,2,5.7,135,20.0,0.0,170.18,61.23492,21.14375491838531,Normal,Moderate Activity,Maintenance,88,98,train
13178,42.0,1924,1,5.9,158,17.0,4.0,175.26,71.667536,23.332262753582427,Normal,Moderate Activity,Maintenance,88,98,train
6630,64.0,3619,2,5.8,163,20.0,0.0,172.72,73.935496,24.78379065754671,Normal,Moderate Activity,Maintenance,88,98,train
12154,55.0,3212,2,5.9,145,20.0,0.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
217,56.0,3854,2,5.6,120,10.0,4.0,167.64,54.43104,19.36829218011053,Normal,Moderate Activity,Maintenance,88,98,train
11335,44.0,6919,2,5.2,118,12.0,0.0,157.48000000000002,53.523856,21.58224316448632,Normal,Moderate Activity,Maintenance,88,98,train
8637,57.0,2855,2,5.6,130,10.0,5.0,167.64,58.96696,20.982316528453072,Normal,Moderate Activity,Maintenance,88,98,train
11640,50.0,6938,2,5.6,145,25.0,0.0,167.64,65.77083999999999,23.40335305096689,Normal,Moderate Activity,Maintenance,88,98,train
8893,20.0,2886,2,5.7,140,4.0,10.0,170.18,63.50288,21.92685695239958,Normal,Moderate Activity,Maintenance,88,98,train
10147,40.0,956,2,5.4,130,14.0,1.0,162.56,58.96696,22.31420185496621,Normal,Moderate Activity,Maintenance,88,98,train
6917,41.0,6695,1,5.8,150,14.0,2.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
3546,22.0,2394,2,5.2,127,6.0,6.0,157.48000000000002,57.606184,23.228346456692904,Normal,Moderate Activity,Maintenance,88,98,train
2382,55.0,2198,1,6.1,170,30.0,0.0,185.42,77.11064,22.428547765708785,Normal,Moderate Activity,Maintenance,88,98,train
14711,49.0,3744,1,6.1,165,5.0,3.0,185.42,74.84268,21.76888459612912,Normal,Moderate Activity,Maintenance,88,98,train
5992,42.0,2633,2,5.8,145,20.0,0.0,172.72,65.77083999999999,22.04693033953541,Normal,Moderate Activity,Maintenance,88,98,train
2876,30.0,3525,2,5.8,140,20.0,5.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
1469,43.0,6446,2,5.3,115,20.0,5.0,160.02,52.16308,20.371110029194107,Normal,Moderate Activity,Maintenance,88,98,train
2415,65.0,5240,2,5.8,155,20.0,0.0,172.72,70.30676,23.567408293986134,Normal,Moderate Activity,Maintenance,88,98,train
2451,40.0,1636,1,5.9,157,0.0,6.0,175.26,71.213944,23.18459020450912,Normal,Moderate Activity,Maintenance,88,98,train
14129,57.0,1455,1,5.9,160,20.0,0.0,175.26,72.57472,23.62760785172904,Normal,Moderate Activity,Maintenance,88,98,train
8410,60.0,6771,2,5.5,125,20.0,0.0,165.1,56.699,20.800858169763675,Normal,Moderate Activity,Maintenance,88,98,train
12,44.0,3842,2,5.2,120,17.0,1.0,157.48000000000002,54.43104,21.948043896087785,Normal,Moderate Activity,Maintenance,88,98,train
5836,40.0,3588,2,5.8,150,8.0,2.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
555,45.0,6393,2,5.1,123,10.0,2.0,154.94,55.791816,23.24038907685448,Normal,Moderate Activity,Maintenance,88,98,train
6410,53.0,2678,2,5.5,140,10.0,7.0,165.1,63.50288,23.29696115013532,Normal,Moderate Activity,Maintenance,88,98,train
13047,27.0,7004,2,5.4,142,8.0,2.0,162.56,64.410064,24.37397433388617,Normal,Moderate Activity,Maintenance,88,98,train
886,53.0,6415,2,5.8,140,12.0,3.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
14741,64.0,1522,1,6.2,165,10.0,1.0,187.96,74.84268,21.1845116896954,Normal,Moderate Activity,Maintenance,88,98,train
2386,54.0,2199,2,5.6,130,15.0,0.0,167.64,58.96696,20.982316528453072,Normal,Moderate Activity,Maintenance,88,98,train
2674,24.0,3517,2,5.8,140,4.0,4.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
14906,56.0,3432,2,5.8,157,16.0,5.0,172.72,71.213944,23.87150388487628,Normal,Moderate Activity,Maintenance,88,98,train
14918,39.0,3434,2,5.6,135,15.0,3.0,167.64,61.23492,21.789328702624346,Normal,Moderate Activity,Maintenance,88,98,train
3753,34.0,6534,2,5.2,120,6.0,5.0,157.48000000000002,54.43104,21.948043896087785,Normal,Moderate Activity,Maintenance,88,98,train
769,20.0,7130,2,5.9,145,5.0,3.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
9110,51.0,6808,2,5.5,130,5.0,3.0,165.1,58.96696,21.632892496554224,Normal,Moderate Activity,Maintenance,88,98,train
4467,54.0,2482,2,5.8,140,6.0,4.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
11489,59.0,3164,2,5.3,120,25.0,2.0,160.02,54.43104,21.256810465246023,Normal,Moderate Activity,Maintenance,88,98,train
2525,38.0,2203,2,5.3,115,12.0,0.0,160.02,52.16308,20.371110029194107,Normal,Moderate Activity,Maintenance,88,98,train
1573,43.0,1010,1,5.8,160,10.0,8.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
14796,36.0,1530,1,5.11,173,5.0,5.0,180.34,78.471416,24.128335263216844,Normal,Moderate Activity,Maintenance,88,98,train
1641,56.0,3482,2,5.3,120,30.0,0.0,160.02,54.43104,21.256810465246023,Normal,Moderate Activity,Maintenance,88,98,train
10959,48.0,3118,2,5.9,160,10.0,10.0,175.26,72.57472,23.62760785172904,Normal,Moderate Activity,Maintenance,88,98,train
5588,38.0,2583,2,5.1,108,10.0,3.0,154.94,48.987936,20.406195286994176,Normal,Moderate Activity,Maintenance,88,98,train
9938,54.0,3704,2,5.4,125,5.0,3.0,162.56,56.699,21.45596332208289,Normal,Moderate Activity,Maintenance,88,98,train
7695,44.0,1822,1,5.7,156,16.0,2.0,170.18,70.760352,24.432783461245247,Normal,Moderate Activity,Maintenance,88,98,train
7797,59.0,2020,2,5.9,140,3.0,5.0,175.26,63.50288,20.674156870262912,Normal,Moderate Activity,Maintenance,88,98,train
5150,65.0,6596,2,5.6,130,20.0,0.0,167.64,58.96696,20.982316528453072,Normal,Moderate Activity,Maintenance,88,98,train
7529,43.0,2782,2,5.3,120,10.0,3.0,160.02,54.43104,21.256810465246023,Normal,Moderate Activity,Maintenance,88,98,train
12703,44.0,3258,2,5.9,163,15.0,0.0,175.26,73.935496,24.07062549894896,Normal,Moderate Activity,Maintenance,88,98,train
5082,21.0,4034,1,5.9,145,10.0,5.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
2147,39.0,2171,2,5.9,126,13.0,1.0,175.26,57.152592,18.60674118323662,Normal,Moderate Activity,Maintenance,88,98,train
13708,39.0,3334,2,5.2,110,15.0,2.0,157.48000000000002,49.89512,20.11904023808047,Normal,Moderate Activity,Maintenance,88,98,train
8630,64.0,5953,2,5.5,116,12.0,0.0,165.1,52.616672,19.30319638154069,Normal,Moderate Activity,Maintenance,88,98,train
11736,41.0,1196,1,5.11,160,4.0,4.0,180.34,72.57472,22.315223364824828,Normal,Moderate Activity,Maintenance,88,98,train
2802,46.0,113,1,5.9,145,7.0,3.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
14666,33.0,6336,1,5.11,175,11.0,2.0,180.34,79.3786,24.40727555527716,Normal,Moderate Activity,Maintenance,88,98,train
5760,56.0,444,1,5.9,145,10.0,3.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
8635,60.0,6783,2,5.1,105,6.0,6.0,154.94,47.62716,19.839356529022115,Normal,Moderate Activity,Maintenance,88,98,train
8924,48.0,844,1,5.8,160,10.0,1.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
14873,50.0,3426,2,5.2,135,8.0,4.0,157.48000000000002,61.23492,24.69154938309876,Normal,Moderate Activity,Maintenance,88,98,train
5558,53.0,410,1,6.1,186,15.0,3.0,185.42,84.368112,24.539469908363728,Normal,Moderate Activity,Maintenance,88,98,train
8717,62.0,2868,2,5.11,150,0.0,6.0,180.34,68.0388,20.92052190452328,Normal,Moderate Activity,Maintenance,88,98,train
5187,65.0,376,1,5.8,160,4.0,4.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
11054,49.0,3126,2,5.5,138,10.0,5.0,165.1,62.595696,22.964147419419096,Normal,Moderate Activity,Maintenance,88,98,train
9417,50.0,892,1,5.11,175,5.0,8.0,180.34,79.3786,24.40727555527716,Normal,Moderate Activity,Maintenance,88,98,train
3818,21.0,7200,2,5.5,140,7.0,7.0,165.1,63.50288,23.29696115013532,Normal,Moderate Activity,Maintenance,88,98,train
14624,53.0,7079,2,5.6,120,12.0,1.0,167.64,54.43104,19.36829218011053,Normal,Moderate Activity,Maintenance,88,98,train
13346,47.0,1388,2,5.7,135,18.0,3.0,170.18,61.23492,21.14375491838531,Normal,Moderate Activity,Maintenance,88,98,train
11548,48.0,6931,2,5.4,140,15.0,0.0,162.56,63.50288,24.030678920732843,Normal,Moderate Activity,Maintenance,88,98,train
12679,40.0,6990,2,5.3,120,30.0,0.0,160.02,54.43104,21.256810465246023,Normal,Moderate Activity,Maintenance,88,98,train
9592,51.0,906,1,6.1,180,30.0,0.0,185.42,81.64656,23.74787410486812,Normal,Moderate Activity,Maintenance,88,98,train
2469,61.0,3511,2,5.8,150,20.0,0.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
2372,60.0,2194,2,5.1,100,4.0,5.0,154.94,45.3592,18.89462526573535,Normal,Moderate Activity,Maintenance,88,98,train
13897,59.0,3342,2,5.5,135,28.0,0.0,165.1,61.23492,22.46492682334477,Normal,Moderate Activity,Maintenance,88,98,train
637,51.0,3882,2,5.9,135,15.0,2.0,175.26,61.23492,19.93579412489638,Normal,Moderate Activity,Maintenance,88,98,train
7605,58.0,5895,1,6.4,185,5.0,10.0,193.04,83.91452,22.518657571941183,Normal,Moderate Activity,Maintenance,88,98,train
13913,38.0,3343,2,5.3,134,10.0,10.0,160.02,60.781328,23.7367716861914,Normal,Moderate Activity,Maintenance,88,98,train
10896,18.0,7594,1,5.11,155,5.0,10.0,180.34,70.30676,21.61787263467405,Normal,Moderate Activity,Maintenance,88,98,train
788,44.0,2111,1,6.4,200,10.0,1.0,193.04,90.7184,24.34449467236885,Normal,Moderate Activity,Maintenance,88,98,train
9076,55.0,861,2,5.8,125,10.0,3.0,172.72,56.699,19.00597443063398,Normal,Moderate Activity,Maintenance,88,98,train
9093,36.0,1863,1,5.8,160,16.0,2.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
1889,51.0,3054,1,6.1,185,10.0,2.0,185.42,83.91452,24.4075372744478,Normal,Moderate Activity,Maintenance,88,98,train
12946,49.0,7000,1,5.8,140,8.0,2.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
14811,46.0,7090,2,5.9,145,6.0,3.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
6660,48.0,5817,1,5.11,170,7.0,7.0,180.34,77.11064,23.70992482512638,Normal,Moderate Activity,Maintenance,88,98,train
9091,30.0,6807,2,5.6,132,10.0,6.0,167.64,59.874144,21.30512139812158,Normal,Moderate Activity,Maintenance,88,98,train
10658,65.0,3091,2,5.4,120,21.0,0.0,162.56,54.43104,20.59772478919957,Normal,Moderate Activity,Maintenance,88,98,train
14518,27.0,6326,2,5.5,135,12.0,5.0,165.1,61.23492,22.46492682334477,Normal,Moderate Activity,Maintenance,88,98,train
12466,21.0,1281,2,5.3,137,8.0,5.0,160.02,62.142104,24.268191947822544,Normal,Moderate Activity,Maintenance,88,98,train
4318,64.0,2469,2,5.8,155,30.0,0.0,172.72,70.30676,23.567408293986134,Normal,Moderate Activity,Maintenance,88,98,train
1005,65.0,5460,2,5.5,150,12.0,1.0,165.1,68.0388,24.96102980371641,Normal,Moderate Activity,Maintenance,88,98,train
7014,43.0,625,2,5.6,148,7.0,2.0,167.64,67.131616,23.887560355469653,Normal,Moderate Activity,Maintenance,88,98,train
1599,49.0,1013,2,5.2,105,30.0,0.0,157.48000000000002,47.62716,19.20453840907681,Normal,Moderate Activity,Maintenance,88,98,train
10902,43.0,6091,2,5.7,123,10.0,5.0,170.18,55.791816,19.26431003675106,Normal,Moderate Activity,Maintenance,88,98,train
5589,18.0,4052,2,5.3,125,20.0,0.0,160.02,56.699,22.142510901297943,Normal,Moderate Activity,Maintenance,88,98,train
7823,22.0,4140,2,5.2,130,20.0,2.0,157.48000000000002,58.96696,23.777047554095105,Normal,Moderate Activity,Maintenance,88,98,train
3708,44.0,5616,1,5.9,140,15.0,1.0,175.26,63.50288,20.674156870262912,Normal,Moderate Activity,Maintenance,88,98,train
14796,32.0,3421,2,5.3,130,5.0,6.0,160.02,58.96696,23.02821133734986,Normal,Moderate Activity,Maintenance,88,98,train
1332,46.0,3009,2,5.6,135,18.0,2.0,167.64,61.23492,21.789328702624346,Normal,Moderate Activity,Maintenance,88,98,train
3240,31.0,146,2,5.5,150,7.0,3.0,165.1,68.0388,24.96102980371641,Normal,Moderate Activity,Maintenance,88,98,train
9629,44.0,6832,2,5.8,145,20.0,0.0,172.72,65.77083999999999,22.04693033953541,Normal,Moderate Activity,Maintenance,88,98,train
5859,62.0,3589,2,5.6,140,2.0,5.0,167.64,63.50288,22.59634087679561,Normal,Moderate Activity,Maintenance,88,98,train
8684,54.0,810,1,5.9,135,16.0,6.0,175.26,61.23492,19.93579412489638,Normal,Moderate Activity,Maintenance,88,98,train
1890,40.0,3486,1,5.8,150,6.0,3.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
10051,50.0,6038,1,5.11,145,30.0,0.0,180.34,65.77083999999999,20.223171174372496,Normal,Moderate Activity,Maintenance,88,98,train
908,50.0,2122,2,5.6,140,3.0,4.0,167.64,63.50288,22.59634087679561,Normal,Moderate Activity,Maintenance,88,98,train
694,28.0,2108,2,5.3,130,2.0,6.0,160.02,58.96696,23.02821133734986,Normal,Moderate Activity,Maintenance,88,98,train
6917,41.0,5836,2,5.6,148,14.0,0.0,167.64,67.131616,23.887560355469653,Normal,Moderate Activity,Maintenance,88,98,train
2115,50.0,3494,2,5.6,150,20.0,0.0,167.64,68.0388,24.21036522513816,Normal,Moderate Activity,Maintenance,88,98,train
6900,65.0,2739,2,5.4,112,20.0,0.0,162.56,50.802304,19.22454313658628,Normal,Moderate Activity,Maintenance,88,98,train
4504,48.0,2487,2,5.3,125,10.0,3.0,160.02,56.699,22.142510901297943,Normal,Moderate Activity,Maintenance,88,98,train
2695,43.0,2337,1,5.9,160,8.0,2.0,175.26,72.57472,23.62760785172904,Normal,Moderate Activity,Maintenance,88,98,train
6823,53.0,3808,2,5.4,110,12.0,0.0,162.56,49.89512,18.881247723432946,Normal,Moderate Activity,Maintenance,88,98,train
12601,39.0,1303,1,5.7,155,8.0,3.0,170.18,70.30676,24.276163054442392,Normal,Moderate Activity,Maintenance,88,98,train
906,62.0,3897,2,5.4,140,10.0,1.0,162.56,63.50288,24.030678920732843,Normal,Moderate Activity,Maintenance,88,98,train
8791,45.0,825,1,5.4,130,10.0,9.0,162.56,58.96696,22.31420185496621,Normal,Moderate Activity,Maintenance,88,98,train
14370,38.0,3390,2,5.1,125,20.0,3.0,154.94,56.699,23.618281582169185,Normal,Moderate Activity,Maintenance,88,98,train
8893,49.0,841,2,5.9,155,6.0,4.0,175.26,70.30676,22.88924510636251,Normal,Moderate Activity,Maintenance,88,98,train
295,58.0,5247,1,6.2,185,6.0,4.0,187.96,83.91452,23.75233128844636,Normal,Moderate Activity,Maintenance,88,98,train
3522,54.0,2393,1,6.3,195,20.0,5.0,190.5,88.45044,24.373058879451094,Normal,Moderate Activity,Maintenance,88,98,train
1629,53.0,1020,2,5.3,130,9.0,2.0,160.02,58.96696,23.02821133734986,Normal,Moderate Activity,Maintenance,88,98,train
14926,58.0,5368,1,5.9,165,12.0,0.0,175.26,74.84268,24.365970597095576,Normal,Moderate Activity,Maintenance,88,98,train
648,49.0,6399,2,5.8,125,10.0,2.0,172.72,56.699,19.00597443063398,Normal,Moderate Activity,Maintenance,88,98,train
14129,55.0,3362,2,5.1,125,20.0,0.0,154.94,56.699,23.618281582169185,Normal,Moderate Activity,Maintenance,88,98,train
10032,49.0,2969,2,5.3,110,5.0,3.0,160.02,49.89512,19.48540959314219,Normal,Moderate Activity,Maintenance,88,98,train
268,43.0,2072,1,5.6,150,12.0,0.0,167.64,68.0388,24.21036522513816,Normal,Moderate Activity,Maintenance,88,98,train
9985,56.0,2962,2,5.5,150,16.0,7.0,165.1,68.0388,24.96102980371641,Normal,Moderate Activity,Maintenance,88,98,train
11933,55.0,6944,2,5.2,115,21.0,2.0,157.48000000000002,52.16308,21.033542067084127,Normal,Moderate Activity,Maintenance,88,98,train
2057,61.0,31,2,5.7,125,7.0,5.0,170.18,56.699,19.57755085035677,Normal,Moderate Activity,Maintenance,88,98,train
3075,22.0,136,1,5.3,135,15.0,0.0,160.02,61.23492,23.91391177340178,Normal,Moderate Activity,Maintenance,88,98,train
8863,43.0,2885,2,5.8,150,6.0,9.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
7330,48.0,2471,2,5.9,140,14.0,0.0,175.26,63.50288,20.674156870262912,Normal,Moderate Activity,Maintenance,88,98,train
1194,29.0,978,1,5.8,160,5.0,7.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
14442,18.0,7716,2,5.3,132,16.0,0.0,160.02,59.874144,23.382491511770628,Normal,Moderate Activity,Maintenance,88,98,train
4981,41.0,349,1,5.11,165,10.0,3.0,180.34,74.84268,23.0125740949756,Normal,Moderate Activity,Maintenance,88,98,train
1020,49.0,1578,1,5.8,160,20.0,0.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
325,43.0,1561,2,5.8,160,8.0,3.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,88,98,train
13790,35.0,6287,1,5.9,150,2.0,5.0,175.26,68.0388,22.150882360995976,Normal,Moderate Activity,Maintenance,88,98,train
2916,41.0,6505,2,5.9,130,20.0,5.0,175.26,58.96696,19.19743137952985,Normal,Moderate Activity,Maintenance,88,98,train
1554,53.0,3020,2,5.4,130,10.0,2.0,162.56,58.96696,22.31420185496621,Normal,Moderate Activity,Maintenance,88,98,train
4507,40.0,292,2,5.2,135,12.0,2.0,157.48000000000002,61.23492,24.69154938309876,Normal,Moderate Activity,Maintenance,88,98,train
14300,56.0,6316,1,5.7,152,30.0,0.0,170.18,68.945984,23.806301834033828,Normal,Moderate Activity,Maintenance,88,98,train
3550,48.0,4960,1,6.4,190,20.0,2.0,193.04,86.18248,23.127269938750405,Normal,Moderate Activity,Maintenance,88,98,train
3363,43.0,3971,1,6.1,182,5.0,8.0,185.42,82.553744,24.011739372699992,Normal,Moderate Activity,Maintenance,88,98,train
5032,44.0,3573,2,5.9,165,4.0,5.0,175.26,74.84268,24.365970597095576,Normal,Moderate Activity,Maintenance,88,98,train
7328,35.0,4128,1,5.9,145,5.0,10.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,88,98,train
11629,59.0,3175,2,5.7,150,30.0,0.0,170.18,68.0388,23.49306102042812,Normal,Moderate Activity,Maintenance,88,98,train
4159,52.0,2454,2,5.7,135,10.0,5.0,170.18,61.23492,21.14375491838531,Normal,Moderate Activity,Maintenance,88,98,train
10335,57.0,6864,2,5.1,115,30.0,0.0,154.94,52.16308,21.72881905559565,Normal,Moderate Activity,Maintenance,88,98,train
12839,65.0,1340,1,6.1,165,15.0,0.0,185.42,74.84268,21.76888459612912,Normal,Moderate Activity,Maintenance,88,98,train
5743,18.0,4789,1,5.11,156,8.0,5.0,180.34,70.760352,21.757342780704207,Normal,Moderate Activity,Maintenance,88,98,train
6354,50.0,526,1,6.3,200,12.0,0.0,190.5,90.7184,24.998009107129327,Normal,Moderate Activity,Maintenance,88,98,train
6390,35.0,530,1,5.11,160,10.0,2.0,180.34,72.57472,22.315223364824828,Normal,Moderate Activity,Maintenance,88,98,train
13460,33.0,1399,1,5.7,145,7.0,3.0,170.18,65.77083999999999,22.70995898641385,Normal,Moderate Activity,Maintenance,88,98,train
4052,31.0,2441,2,5.7,140,10.0,9.0,170.18,63.50288,21.92685695239958,Normal,Moderate Activity,Maintenance,88,98,train
10197,53.0,960,1,6.1,175,5.0,5.0,185.42,79.3786,23.08821093528845,Normal,Moderate Activity,Maintenance,88,98,train
2133,49.0,5528,1,5.8,150,5.0,10.0,172.72,68.0388,22.80716931676077,Normal,Moderate Activity,Maintenance,88,98,train
6275,51.0,514,2,5.6,150,10.0,10.0,167.64,68.0388,24.21036522513816,Normal,Moderate Activity,Maintenance,88,98,train
4876,47.0,2523,2,5.8,140,8.0,6.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
14906,62.0,1542,1,5.9,160,20.0,5.0,175.26,72.57472,23.62760785172904,Normal,Moderate Activity,Maintenance,88,98,train
10641,32.0,1088,2,5.7,140,20.0,3.0,170.18,63.50288,21.92685695239958,Normal,Moderate Activity,Maintenance,88,98,train
6313,59.0,6659,2,5.6,130,10.0,1.0,167.64,58.96696,20.982316528453072,Normal,Moderate Activity,Maintenance,88,98,train
5588,38.0,412,1,5.11,172,25.0,0.0,180.34,78.017824,23.98886511718669,Normal,Moderate Activity,Maintenance,88,98,train
7529,44.0,674,1,5.8,140,10.0,2.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,88,98,train
3042,60.0,2368,2,5.6,120,12.0,2.0,167.64,54.43104,19.36829218011053,Normal,Moderate Activity,Maintenance,88,98,train
9950,63.0,3706,2,5.4,145,15.0,0.0,162.56,65.77083999999999,24.888917453616155,Normal,Moderate Activity,Maintenance,88,98,train
4223,56.0,2459,2,5.7,150,20.0,0.0,170.18,68.0388,23.49306102042812,Normal,Moderate Activity,Maintenance,88,98,train
