HH_ID,age,Member_ID,gender,height_ft_in,weight_lb,mod_act,vig_act,height_cm,weight_kg,bmi,bmi_category,activity_level,fitness_goal,nutrition_template_id,workout_template_id,split
9858,18.0,7318,1,5.11,195,15.0,20.0,180.34,88.45044,27.196678475880255,Overweight,High Activity,Fat Loss,87,17,train
125,60.0,2063,2,5.7,165,7.0,0.0,170.18,74.84268,25.842367122470936,Overweight,Low Activity,Maintenance,17,22,train
2926,55.0,1656,2,5.8,155,7.0,1.0,172.72,70.30676,23.567408293986134,Normal,Low Activity,Maintenance,51,66,train
6450,43.0,543,2,5.8,145,14.0,8.0,172.72,65.77083999999999,22.04693033953541,Normal,Moderate Activity,Maintenance,36,93,train
1020,49.0,3464,2,5.2,150,15.0,0.0,157.48000000000002,68.0388,27.435054870109727,Overweight,Moderate Activity,Fat Loss,54,56,train
1158,50.0,1581,1,6.1,180,40.0,20.0,185.42,81.64656,23.74787410486812,Normal,High Activity,Maintenance,50,11,train
11552,53.0,3170,2,5.1,118,3.0,0.0,154.94,53.523856,22.295657813567715,Normal,Low Activity,Maintenance,51,66,train
14160,25.0,4386,2,5.7,135,2.0,2.0,170.18,61.23492,21.14375491838531,Normal,Low Activity,Maintenance,51,66,train
6798,43.0,2724,2,5.11,170,2.0,0.0,180.34,77.11064,23.70992482512638,Normal,Low Activity,Maintenance,51,66,train
8281,33.0,6763,2,5.5,136,4.0,0.0,165.1,61.688512,22.63133368870288,Normal,Low Activity,Maintenance,51,66,train
1884,26.0,1044,1,6.1,160,8.0,2.0,185.42,72.57472,21.109221426549443,Normal,Moderate Activity,Maintenance,36,93,train
13790,35.0,6287,1,5.9,150,2.0,5.0,175.26,68.0388,22.150882360995976,Normal,Moderate Activity,Maintenance,36,93,train
13349,56.0,7023,2,5.4,300,2.0,0.0,162.56,136.0776,51.49431197299894,Obese,Low Activity,Fat Loss,3,4,train
14493,36.0,3395,2,5.3,135,15.0,3.0,160.02,61.23492,23.91391177340178,Normal,Moderate Activity,Maintenance,36,93,train
7423,53.0,2774,1,5.1,175,8.0,2.0,154.94,79.3786,33.06559421503687,Obese,Moderate Activity,Fat Loss,86,51,train
1332,46.0,3009,2,5.6,135,18.0,2.0,167.64,61.23492,21.789328702624346,Normal,Moderate Activity,Maintenance,36,93,train
9717,54.0,913,2,5.2,160,7.0,3.0,157.48000000000002,72.57472,29.264058528117047,Overweight,Moderate Activity,Fat Loss,54,56,train
7656,32.0,3649,2,5.5,120,10.0,2.0,165.1,54.43104,19.968823842973126,Normal,Moderate Activity,Muscle Gain,0,80,train
6836,55.0,606,2,5.8,130,35.0,0.0,172.72,58.96696,19.76621340785934,Normal,High Activity,Maintenance,50,11,train
1294,53.0,5473,1,5.8,165,8.0,4.0,172.72,74.84268,25.087886248436856,Overweight,Moderate Activity,Maintenance,2,37,train
11245,59.0,6909,2,5.2,128,32.0,4.0,157.48000000000002,58.059776,23.41124682249364,Normal,High Activity,Maintenance,50,11,train
1469,43.0,6446,2,5.3,115,20.0,5.0,160.02,52.16308,20.371110029194107,Normal,Moderate Activity,Maintenance,36,93,train
12531,38.0,3726,1,6.1,230,60.0,0.0,185.42,104.32616,30.344505800664827,Obese,High Activity,Fat Loss,19,0,train
10641,31.0,3089,1,5.1,175,20.0,10.0,154.94,79.3786,33.06559421503687,Obese,High Activity,Fat Loss,19,0,train
298,54.0,1560,2,5.2,140,3.0,0.0,157.48000000000002,63.50288,25.60605121210241,Overweight,Low Activity,Maintenance,17,22,train
6479,40.0,4092,1,6.1,160,0.0,0.0,185.42,72.57472,21.109221426549443,Normal,Low Activity,Maintenance,51,66,train
1251,61.0,3002,2,5.5,140,15.0,0.0,165.1,63.50288,23.29696115013532,Normal,Moderate Activity,Maintenance,36,93,train
5787,61.0,450,1,5.4,179,6.0,0.0,162.56,81.192968,30.7249394772227,Obese,Low Activity,Fat Loss,3,4,train
3042,63.0,134,1,5.7,180,10.0,4.0,170.18,81.64656,28.191673224513742,Overweight,Moderate Activity,Fat Loss,54,56,train
9748,46.0,919,1,5.1,170,3.0,0.0,154.94,77.11064,32.1208629517501,Obese,Low Activity,Fat Loss,3,4,train
2560,54.0,5552,2,6.2,215,0.0,0.0,187.96,97.52228,27.604060686572797,Overweight,Low Activity,Fat Loss,71,9,train
6267,43.0,5784,1,5.6,180,2.0,3.0,167.64,81.64656,29.05243827016579,Overweight,Low Activity,Fat Loss,71,9,train
5558,55.0,2581,2,5.6,210,10.0,0.0,167.64,95.25432,33.89451131519343,Obese,Low Activity,Fat Loss,3,4,train
6383,58.0,529,1,6.2,185,20.0,0.0,187.96,83.91452,23.75233128844636,Normal,Moderate Activity,Maintenance,36,93,train
11706,21.0,2332,2,5.8,175,0.0,3.0,172.72,79.3786,26.60836420288757,Overweight,Low Activity,Maintenance,17,22,train
1158,43.0,3467,2,5.7,145,40.0,5.0,170.18,65.77083999999999,22.70995898641385,Normal,High Activity,Maintenance,50,11,train
5515,59.0,6616,2,5.6,145,5.0,0.0,167.64,65.77083999999999,23.40335305096689,Normal,Low Activity,Maintenance,51,66,train
14300,48.0,7065,2,5.4,121,30.0,0.0,162.56,54.884632,20.76937249577624,Normal,Moderate Activity,Maintenance,36,93,train
10048,51.0,6037,2,5.2,130,48.0,0.0,157.48000000000002,58.96696,23.777047554095105,Normal,High Activity,Maintenance,50,11,train
704,47.0,1572,1,5.11,188,5.0,0.0,180.34,85.275296,26.22038745366917,Overweight,Low Activity,Maintenance,17,22,train
10215,32.0,6855,2,5.11,130,35.0,5.0,180.34,58.96696,18.13111898392017,Underweight,High Activity,Muscle Gain,74,3,train
8169,38.0,1831,1,5.6,200,18.0,0.0,167.64,90.7184,32.28048696685089,Obese,Moderate Activity,Fat Loss,86,51,train
5108,65.0,364,1,5.5,240,10.0,5.0,165.1,108.86208,39.93764768594625,Obese,Moderate Activity,Fat Loss,86,51,train
10938,27.0,4274,2,5.1,120,5.0,5.0,154.94,54.43104,22.67355031888242,Normal,Moderate Activity,Maintenance,36,93,train
10229,64.0,2988,2,5.8,140,20.0,2.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,36,93,train
7244,47.0,649,1,5.1,250,1.0,3.0,154.94,113.398,47.23656316433837,Obese,Low Activity,Fat Loss,3,4,train
2182,50.0,1621,1,6.6,180,5.0,0.0,198.12,81.64656,20.800858169763675,Normal,Low Activity,Maintenance,51,66,train
103,65.0,1553,1,5.8,194,20.0,15.0,172.72,87.996848,29.49727231634394,Overweight,High Activity,Fat Loss,87,17,train
9397,56.0,2928,2,5.7,160,10.0,5.0,170.18,72.57472,25.059265088456662,Overweight,Moderate Activity,Maintenance,2,37,train
3606,42.0,5607,1,5.4,168,40.0,2.0,162.56,76.203456,28.83681470487941,Overweight,High Activity,Fat Loss,87,17,train
14699,37.0,7085,2,5.4,155,10.0,10.0,162.56,70.30676,26.605394519382788,Overweight,Moderate Activity,Maintenance,2,37,train
4633,47.0,2503,2,5.3,145,7.0,0.0,160.02,65.77083999999999,25.68531264550561,Overweight,Low Activity,Maintenance,17,22,train
1020,49.0,1578,1,5.8,160,20.0,0.0,172.72,72.57472,24.327647271211493,Normal,Moderate Activity,Maintenance,36,93,train
9558,56.0,6011,2,5.6,168,12.0,0.0,167.64,76.203456,27.115609052154745,Overweight,Moderate Activity,Fat Loss,54,56,train
8628,59.0,797,2,5.2,135,7.0,1.0,157.48000000000002,61.23492,24.69154938309876,Normal,Low Activity,Maintenance,51,66,train
9748,45.0,2950,2,5.5,135,5.0,0.0,165.1,61.23492,22.46492682334477,Normal,Low Activity,Maintenance,51,66,train
13844,30.0,3339,2,5.4,185,2.0,10.0,162.56,83.91452,31.75482571668268,Obese,Moderate Activity,Fat Loss,86,51,train
6399,61.0,535,1,5.7,185,6.0,4.0,170.18,83.91452,28.974775258528016,Overweight,Moderate Activity,Fat Loss,54,56,train
429,34.0,3449,2,5.3,165,10.0,2.0,160.02,74.84268,29.228114389713284,Overweight,Moderate Activity,Fat Loss,54,56,train
134,39.0,2064,1,6.1,230,4.0,4.0,185.42,104.32616,30.344505800664827,Obese,Moderate Activity,Fat Loss,86,51,train
14231,52.0,6313,2,5.5,127,4.0,0.0,165.1,57.606184,21.133671900479893,Normal,Low Activity,Maintenance,51,66,train
2115,44.0,1615,1,5.1,170,20.0,40.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
5752,43.0,1742,2,5.9,150,4.0,2.0,175.26,68.0388,22.150882360995976,Normal,Low Activity,Maintenance,51,66,train
6663,41.0,2709,2,5.8,170,14.0,0.0,172.72,77.11064,25.848125225662216,Overweight,Moderate Activity,Maintenance,2,37,train
10176,32.0,3709,2,5.4,185,15.0,10.0,162.56,83.91452,31.75482571668268,Obese,High Activity,Fat Loss,19,0,train
10900,62.0,1114,2,5.2,142,3.0,0.0,157.48000000000002,64.410064,25.97185194370388,Overweight,Low Activity,Maintenance,17,22,train
4506,63.0,2488,2,5.4,130,15.0,0.0,162.56,58.96696,22.31420185496621,Normal,Moderate Activity,Maintenance,36,93,train
4097,19.0,4993,2,5.4,120,40.0,0.0,162.56,54.43104,20.597724789199575,Normal,High Activity,Muscle Gain,16,78,train
5619,52.0,3582,2,5.8,150,80.0,2.0,172.72,68.0388,22.80716931676077,Normal,High Activity,Maintenance,50,11,train
12824,54.0,1335,1,5.1,190,7.0,1.0,154.94,86.18248,35.89978800489716,Obese,Low Activity,Fat Loss,3,4,train
813,51.0,3891,1,5.11,212,8.0,10.0,180.34,96.161504,29.56767095839289,Overweight,Moderate Activity,Fat Loss,54,56,train
304,49.0,6374,2,5.1,125,5.0,1.0,154.94,56.699,23.618281582169185,Normal,Low Activity,Maintenance,51,66,train
14086,48.0,6302,1,5.7,250,5.0,0.0,170.18,113.398,39.15510170071354,Obese,Low Activity,Fat Loss,3,4,train
2850,44.0,5567,1,5.7,200,0.0,0.0,170.18,90.7184,31.32408136057083,Obese,Low Activity,Fat Loss,3,4,train
2236,50.0,5299,1,5.11,175,10.0,0.0,180.34,79.3786,24.40727555527716,Normal,Low Activity,Maintenance,51,66,train
839,18.0,4666,2,5.7,120,5.0,2.0,170.18,54.43104,18.79444881634249,Normal,Low Activity,Muscle Gain,0,98,train
4004,65.0,1693,2,5.6,165,2.0,1.0,167.64,74.84268,26.631401747651974,Overweight,Low Activity,Maintenance,17,22,train
3915,23.0,2282,2,5.3,140,10.0,10.0,160.02,63.50288,24.79961220945369,Normal,Moderate Activity,Maintenance,36,93,train
3213,47.0,6511,2,5.8,140,10.0,2.0,172.72,63.50288,21.28669136231006,Normal,Moderate Activity,Maintenance,36,93,train
10984,54.0,6096,1,5.11,182,8.0,0.0,180.34,82.553744,25.38356657748824,Overweight,Low Activity,Maintenance,17,22,train
2020,42.0,2165,2,5.6,130,7.0,6.0,167.64,58.96696,20.982316528453072,Normal,Moderate Activity,Maintenance,36,93,train
2790,39.0,2348,1,5.11,200,0.0,10.0,180.34,90.7184,27.89402920603104,Overweight,Moderate Activity,Fat Loss,54,56,train
675,65.0,5433,1,5.9,220,100.0,0.0,175.26,99.79024,32.48796079612743,Obese,High Activity,Fat Loss,19,0,train
11270,42.0,1150,1,5.1,250,50.0,5.0,154.94,113.398,47.23656316433837,Obese,High Activity,Fat Loss,19,0,train
13897,59.0,3342,2,5.5,135,28.0,0.0,165.1,61.23492,22.46492682334477,Normal,Moderate Activity,Maintenance,36,93,train
6392,46.0,1777,2,5.3,160,30.0,1.0,160.02,72.57472,28.342413953661367,Overweight,High Activity,Fat Loss,87,17,train
14926,59.0,1547,2,5.5,145,15.0,0.0,165.1,65.77083999999999,24.128995476925866,Normal,Moderate Activity,Maintenance,36,93,train
1964,60.0,3,2,5.8,300,15.0,0.0,172.72,136.0776,45.61433863352155,Obese,Moderate Activity,Fat Loss,86,51,train
7094,57.0,5858,1,5.7,175,4.0,2.0,170.18,79.3786,27.40857119049948,Overweight,Low Activity,Fat Loss,71,9,train
2770,18.0,4463,2,6.1,150,2.0,8.0,185.42,68.0388,19.789895087390104,Normal,Moderate Activity,Muscle Gain,0,80,train
4512,18.0,3563,2,5.3,120,2.0,3.0,160.02,54.43104,21.256810465246023,Normal,Low Activity,Maintenance,51,66,train
727,31.0,3888,2,5.8,145,7.0,0.0,172.72,65.77083999999999,22.04693033953541,Normal,Low Activity,Maintenance,51,66,train
7831,47.0,5249,2,5.4,225,0.0,0.0,162.56,102.0582,38.62073397974921,Obese,Low Activity,Fat Loss,3,4,train
7889,52.0,711,1,5.8,160,0.0,40.0,172.72,72.57472,24.327647271211493,Normal,High Activity,Maintenance,50,11,train
10763,45.0,1104,2,5.5,130,0.0,0.0,165.1,58.96696,21.632892496554224,Normal,Low Activity,Maintenance,51,66,train
6275,51.0,514,2,5.6,150,10.0,10.0,167.64,68.0388,24.21036522513816,Normal,Moderate Activity,Maintenance,36,93,train
1801,38.0,4237,1,5.4,170,3.0,0.0,162.56,77.11064,29.180110118032736,Overweight,Low Activity,Fat Loss,71,9,train
10763,18.0,4268,2,5.1,115,0.0,0.0,154.94,52.16308,21.72881905559565,Normal,Low Activity,Maintenance,51,66,train
12095,56.0,6954,2,5.2,119,5.0,5.0,157.48000000000002,53.977448,21.76514353028705,Normal,Moderate Activity,Maintenance,36,93,train
1868,19.0,7155,1,6.2,175,10.0,10.0,187.96,79.3786,22.46842148907088,Normal,Moderate Activity,Maintenance,36,93,train
13580,54.0,3323,2,5.4,130,8.0,0.0,162.56,58.96696,22.31420185496621,Normal,Low Activity,Maintenance,51,66,train
8416,53.0,2839,2,5.3,115,14.0,6.0,160.02,52.16308,20.371110029194107,Normal,Moderate Activity,Maintenance,36,93,train
1561,49.0,3022,2,5.3,145,4.0,0.0,160.02,65.77083999999999,25.68531264550561,Overweight,Low Activity,Maintenance,17,22,train
14485,24.0,4863,2,5.1,190,1.0,0.0,154.94,86.18248,35.89978800489716,Obese,Low Activity,Fat Loss,3,4,train
6736,21.0,7680,2,5.8,150,20.0,6.0,172.72,68.0388,22.80716931676077,Normal,High Activity,Maintenance,50,11,train
3980,44.0,5638,1,5.7,180,4.0,0.0,170.18,81.64656,28.191673224513742,Overweight,Low Activity,Fat Loss,71,9,train
3458,49.0,164,2,5.7,145,10.0,4.0,170.18,65.77083999999999,22.70995898641385,Normal,Moderate Activity,Maintenance,36,93,train
14163,40.0,3366,2,5.6,150,30.0,5.0,167.64,68.0388,24.21036522513816,Normal,High Activity,Maintenance,50,11,train
10473,53.0,6062,2,5.7,165,20.0,4.0,170.18,74.84268,25.842367122470936,Overweight,Moderate Activity,Maintenance,2,37,train
11548,48.0,6931,2,5.4,140,15.0,0.0,162.56,63.50288,24.030678920732843,Normal,Moderate Activity,Maintenance,36,93,train
8366,52.0,5935,1,5.11,218,10.0,0.0,180.34,98.883056,30.404491834573825,Obese,Low Activity,Fat Loss,3,4,train
5140,42.0,368,2,5.2,113,1.0,0.0,157.48000000000002,51.255896,20.667741335482663,Normal,Low Activity,Maintenance,51,66,train
1150,25.0,3466,2,5.6,135,5.0,0.0,167.64,61.23492,21.789328702624346,Normal,Low Activity,Maintenance,51,66,train
2836,59.0,2351,1,5.8,195,4.0,2.0,172.72,88.45044,29.64932011178901,Overweight,Low Activity,Fat Loss,71,9,train
117,32.0,2061,2,5.6,128,35.0,0.0,167.64,58.059776,20.659511658784563,Normal,High Activity,Muscle Gain,16,78,train
625,50.0,6397,2,5.6,200,6.0,0.0,167.64,90.7184,32.28048696685089,Obese,Low Activity,Fat Loss,3,4,train
5977,49.0,2632,2,5.6,114,8.0,0.0,167.64,51.709488,18.399877571105,Underweight,Low Activity,Maintenance,0,74,train
11165,42.0,1138,2,5.4,175,15.0,0.0,162.56,79.3786,30.038348650916056,Obese,Moderate Activity,Fat Loss,86,51,train
593,48.0,6395,1,5.8,210,20.0,5.0,172.72,95.25432,31.930037043465084,Obese,Moderate Activity,Fat Loss,86,51,train
10575,51.0,1080,1,5.9,225,16.0,40.0,175.26,102.0582,33.22632354149396,Obese,High Activity,Fat Loss,19,0,train
3893,45.0,2426,1,5.8,184,5.0,0.0,172.72,83.460928,27.97679436189322,Overweight,Low Activity,Fat Loss,71,9,train
13663,30.0,7041,1,6.3,330,3.0,1.0,190.5,149.68536,41.24671502676339,Obese,Low Activity,Fat Loss,3,4,train
5104,23.0,7504,2,5.5,140,10.0,6.0,165.1,63.50288,23.29696115013532,Normal,Moderate Activity,Maintenance,36,93,train
6330,54.0,1770,1,5.8,200,8.0,0.0,172.72,90.7184,30.40955908901437,Obese,Low Activity,Fat Loss,3,4,train
4070,28.0,4992,1,5.1,165,100.0,0.0,154.94,74.84268,31.17613168846333,Obese,High Activity,Fat Loss,19,0,train
7499,62.0,5889,1,6.1,185,45.0,0.0,185.42,83.91452,24.407537274447797,Normal,High Activity,Maintenance,50,11,train
4721,50.0,2515,2,5.6,160,28.0,0.0,167.64,72.57472,25.824389573480705,Overweight,Moderate Activity,Maintenance,2,37,train
1469,26.0,7650,2,5.6,120,20.0,8.0,167.64,54.43104,19.36829218011053,Normal,High Activity,Muscle Gain,16,78,train
11035,22.0,4283,2,5.4,140,25.0,0.0,162.56,63.50288,24.030678920732843,Normal,Moderate Activity,Maintenance,36,93,train
8495,38.0,3666,2,5.2,175,7.0,0.0,157.48000000000002,79.3786,32.007564015128025,Obese,Low Activity,Fat Loss,3,4,train
7695,34.0,3651,2,5.2,110,14.0,0.0,157.48000000000002,49.89512,20.11904023808047,Normal,Moderate Activity,Muscle Gain,0,80,train
10832,42.0,1899,1,6.1,240,8.0,2.0,185.42,108.86208,31.66383213982416,Obese,Moderate Activity,Fat Loss,86,51,train
5492,29.0,2577,2,5.1,155,6.0,2.0,154.94,70.30676,29.28666916188979,Overweight,Low Activity,Fat Loss,71,9,train
3550,48.0,4960,1,6.4,190,20.0,2.0,193.04,86.18248,23.127269938750405,Normal,Moderate Activity,Maintenance,36,93,train
6917,41.0,5836,2,5.6,148,14.0,0.0,167.64,67.131616,23.887560355469653,Normal,Moderate Activity,Maintenance,36,93,train
8807,18.0,7297,1,5.1,170,14.0,14.0,154.94,77.11064,32.1208629517501,Obese,High Activity,Fat Loss,19,0,train
14239,31.0,6314,2,5.6,180,2.0,1.0,167.64,81.64656,29.05243827016579,Overweight,Low Activity,Fat Loss,71,9,train
6094,33.0,485,1,5.11,205,10.0,5.0,180.34,92.98636,28.59137993618181,Overweight,Moderate Activity,Fat Loss,54,56,train
1259,25.0,3004,2,5.5,200,1.0,2.0,165.1,90.7184,33.281373071621886,Obese,Low Activity,Fat Loss,3,4,train
1182,47.0,6428,2,5.6,160,20.0,0.0,167.64,72.57472,25.824389573480705,Overweight,Moderate Activity,Maintenance,2,37,train
14796,36.0,1530,1,5.11,173,5.0,5.0,180.34,78.471416,24.128335263216844,Normal,Moderate Activity,Maintenance,36,93,train
5510,18.0,7231,2,5.5,122,6.0,8.0,165.1,55.338224,20.301637573689348,Normal,Moderate Activity,Muscle Gain,0,80,train
10197,46.0,2985,2,5.7,140,3.0,3.0,170.18,63.50288,21.92685695239958,Normal,Low Activity,Maintenance,51,66,train
12860,45.0,6997,2,5.2,125,10.0,0.0,157.48000000000002,56.699,22.86254572509144,Normal,Low Activity,Maintenance,51,66,train
12613,56.0,3250,2,5.4,130,20.0,0.0,162.56,58.96696,22.31420185496621,Normal,Moderate Activity,Maintenance,36,93,train
82,58.0,7100,2,5.3,180,3.0,1.0,160.02,81.64656,31.88521569786904,Obese,Low Activity,Fat Loss,3,4,train
14937,40.0,1548,2,5.2,120,8.0,5.0,157.48000000000002,54.43104,21.948043896087785,Normal,Moderate Activity,Maintenance,36,93,train
683,44.0,6403,2,5.1,300,21.0,0.0,154.94,136.0776,56.68387579720604,Obese,Moderate Activity,Fat Loss,86,51,train
715,44.0,5436,2,5.2,117,50.0,3.0,157.48000000000002,53.070264,21.39934279868559,Normal,High Activity,Maintenance,50,11,train
5920,39.0,466,2,5.5,130,10.0,0.0,165.1,58.96696,21.632892496554224,Normal,Low Activity,Maintenance,51,66,train
8412,54.0,770,2,5.11,190,10.0,3.0,180.34,86.18248,26.49932774572948,Overweight,Moderate Activity,Maintenance,2,37,train
3554,57.0,2395,2,5.7,130,10.0,2.0,170.18,58.96696,20.36065288437104,Normal,Moderate Activity,Maintenance,36,93,train
7279,43.0,3642,2,5.3,130,7.0,1.0,160.02,58.96696,23.02821133734986,Normal,Low Activity,Maintenance,51,66,train
2189,18.0,6473,2,5.5,135,18.0,1.0,165.1,61.23492,22.46492682334477,Normal,Moderate Activity,Maintenance,36,93,train
189,44.0,3444,2,5.4,136,35.0,9.0,162.56,61.688512,23.34408809442619,Normal,High Activity,Maintenance,50,11,train
970,50.0,1577,1,5.5,135,5.0,1.0,165.1,61.23492,22.46492682334477,Normal,Low Activity,Maintenance,51,66,train
14075,58.0,1449,1,5.11,237,40.0,10.0,180.34,107.501304,33.05442460914678,Obese,High Activity,Fat Loss,19,0,train
5931,24.0,4071,1,6.1,250,2.0,0.0,185.42,113.398,32.983158478983505,Obese,Low Activity,Fat Loss,3,4,train
3392,51.0,1997,2,5.1,180,5.0,0.0,154.94,81.64656,34.01032547832363,Obese,Low Activity,Fat Loss,3,4,train
6654,52.0,5815,1,6.2,200,7.0,0.0,187.96,90.7184,25.67819598750958,Overweight,Low Activity,Maintenance,17,22,train
3739,20.0,4983,2,5.5,125,40.0,5.0,165.1,56.699,20.800858169763675,Normal,High Activity,Muscle Gain,16,78,train
10311,52.0,6861,2,5.4,140,10.0,1.0,162.56,63.50288,24.030678920732843,Normal,Moderate Activity,Maintenance,36,93,train
5082,21.0,4034,1,5.9,145,10.0,5.0,175.26,65.77083999999999,21.41251961562944,Normal,Moderate Activity,Maintenance,36,93,train
818,46.0,2114,1,6.2,225,8.0,0.0,187.96,102.0582,28.887970485948276,Overweight,Low Activity,Fat Loss,71,9,train
3780,36.0,5624,1,5.7,185,7.0,0.0,170.18,83.91452,28.974775258528016,Overweight,Low Activity,Fat Loss,71,9,train
3707,28.0,1678,1,6.3,200,2.0,2.0,190.5,90.7184,24.998009107129327,Normal,Low Activity,Maintenance,51,66,train
10896,47.0,6090,1,5.9,230,6.0,0.0,175.26,104.32616,33.9646862868605,Obese,Low Activity,Fat Loss,3,4,train
11499,45.0,1175,1,6.3,245,3.0,2.0,190.5,111.13004,30.622561156233424,Obese,Low Activity,Fat Loss,3,4,train
13547,53.0,1927,1,5.4,130,30.0,6.0,162.56,58.96696,22.31420185496621,Normal,High Activity,Maintenance,50,11,train
2362,48.0,5541,1,5.4,145,7.0,0.0,162.56,65.77083999999999,24.888917453616155,Normal,Low Activity,Maintenance,51,66,train
5146,55.0,5703,1,5.6,165,30.0,10.0,167.64,74.84268,26.631401747651974,Overweight,High Activity,Maintenance,16,39,train
14485,45.0,1495,1,6.5,240,15.0,1.0,195.58,108.86208,28.45953136669303,Overweight,Moderate Activity,Fat Loss,54,56,train
7140,35.0,1806,2,5.7,135,5.0,0.0,170.18,61.23492,21.14375491838531,Normal,Low Activity,Maintenance,51,66,train
4542,18.0,4014,2,5.3,155,3.0,2.0,160.02,70.30676,27.456713517609447,Overweight,Low Activity,Fat Loss,71,9,train
